uniqueID,movie_name,video_url,video_title,channel,score,id,official,teaser,days_diff,need_extra_attention,need_to_select_trailer
,,,,,,,,,,,
777,The Girl on the Train,https://www.youtube.com/watch?v=y5yk-HGqKmM,The Girl on the Train - Official Trailer - In Theaters October 7 (HD),Universal Pictures,1.0,1,1,,-81,0,0
777,The Girl on the Train,https://www.youtube.com/watch?v=-CKPj4O5_9s,The Girl on the Train - Official Teaser Trailer - In Theaters October 7 (HD),Universal Pictures,1.0,2,,1,-170,0,0
,,,,,,,,,,,
778,The Emoji Movie,https://www.youtube.com/watch?v=r8pJt4dK_s4,THE EMOJI MOVIE - Official Trailer (HD),Sony Pictures Entertainment,1.0,1,1,,-73,0,0
778,The Emoji Movie,https://www.youtube.com/watch?v=Rd85FEdJfTw,THE EMOJI MOVIE - Official International Trailer (HD),Sony Pictures Entertainment,1.0,2,,,-73,0,0
,,,,,,,,,,,
779,Pet Sematary,https://www.youtube.com/watch?v=VllcgXSIJkE,Pet Sematary (2019)- Official Trailer- Paramount Pictures,Paramount Pictures,1.0,1,1,,-177,0,0
779,Pet Sematary,https://www.youtube.com/watch?v=XakmsXltPkA,Pet Sematary (2019) - Final Trailer - Paramount Pictures,Paramount Pictures,0.75,2,1,,-4,0,0
,,,,,,,,,,,
780,Act of Valor,https://www.youtube.com/watch?v=35b_UqGYZgw,Act Of Valor Official Movie Trailer [HD],eOnefilms,1.0,1,1,,-108,0,0
780,Act of Valor,https://www.youtube.com/watch?v=Jgy4YRTaKLo,Act of Valor (2012) - Official Trailer [HD],lastmintrailers,1.0,2,,,-123,0,0
,,,,,,,,,,,
785,Contraband,https://www.youtube.com/watch?v=Rp0b5ZXIUvE,Contraband - Trailer,Universal Pictures,0.67,1,1,,-105,0,0
,,,,,,,,,,,
795,Maze Runner: The Death Cure,https://www.youtube.com/watch?v=4-BTxXm8KSg,Maze Runner: The Death Cure | Official Final Trailer [HD] | 20th Century FOX,20th Century Studios,1.0,1,1,,-49,0,0
795,Maze Runner: The Death Cure,https://www.youtube.com/watch?v=S_9OSktlm6s,Maze Runner: The Death Cure | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1.0,2,1,,-124,0,0
,,,,,,,,,,,
796,Warcraft,https://www.youtube.com/watch?v=2Rxoz13Bthc,Warcraft - Official Trailer (HD),Legendary,1.0,1,1,,-217,0,0
,,,,,,,,,,,
798,Exodus: Gods and Kings,https://www.youtube.com/watch?v=t-8YsulfxVI,Exodus: Gods and Kings | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1.0,1,1,,-72,0,0
798,Exodus: Gods and Kings,https://www.youtube.com/watch?v=6k8qeqZycgE,Exodus: Gods and Kings | Official Final Trailer [HD] | 20th Century FOX,20th Century Studios,1.0,2,1,,-31,0,0
,,,,,,,,,,,
800,21,https://www.youtube.com/watch?v=oqkdB7It5Go,21 trailer,Sony Pictures Entertainment,0.67,1,1,,-122,0,0
,,,,,,,,,,,
801,The Conjuring: The Devil Made Me Do It,https://www.youtube.com/watch?v=h9Q4zZS2v1k,THE CONJURING: THE DEVIL MADE ME DO IT – Official Trailer,Warner Bros. Pictures,1.0,1,1,,-43,0,0
801,The Conjuring: The Devil Made Me Do It,https://www.youtube.com/watch?v=tLFnRAzcaEc,THE CONJURING: THE DEVIL MADE ME DO IT – Final Trailer,Warner Bros. Pictures,0.9,2,1,,-3,0,0
,,,,,,,,,,,
802,Arrival,https://www.youtube.com/watch?v=tFMo3UJ4B4g,Arrival Trailer (2016) - Paramount Pictures,Paramount Pictures,0.67,1,1,,-87,0,0
802,Arrival,https://www.youtube.com/watch?v=ZLO4X6UI8OY,ARRIVAL – International Trailer (HD),Sony Pictures Entertainment,0.67,2,,,-87,0,0
802,Arrival,https://www.youtube.com/watch?v=7W1m5ER3I1Y,Arrival (2016) - Final Trailer - Paramount Pictures,Paramount Pictures,0.67,3,1,,-22,0,0
,,,,,,,,,,,
803,Tower Heist,https://www.youtube.com/watch?v=HSbQanUyZ9M,Tower Heist - Theatrical Trailer,Universal Pictures,0.75,1,1,,-28,0,0
803,Tower Heist,https://www.youtube.com/watch?v=PMmd7xD_oLg,Tower Heist - Trailer,Universal Pictures,0.75,2,1,,-98,0,0
,,,,,,,,,,,
804,Pixels,https://www.youtube.com/watch?v=XAHprLW48no,PIXELS - Official Trailer (HD),Sony Pictures Entertainment,1.0,1,1,,-129,0,0
804,Pixels,https://www.youtube.com/watch?v=eIOcWZOQL5M,PIXELS - Official Trailer #2 (HD),Sony Pictures Entertainment,1.0,2,1,,-66,0,0
,,,,,,,,,,,
805,The Chronicles of Narnia: The Voyage of the Dawn Treader,https://www.youtube.com/watch?v=AON1-Ox-Llc,The Chronicles Of Narnia: The Voyage Of The Dawn Treader OFFICIAL TRAILER,20th Century Studios UK,1.0,1,1,,-176,0,0
805,The Chronicles of Narnia: The Voyage of the Dawn Treader,https://www.youtube.com/watch?v=3Hr8ONYRblE,The Voyage of the Dawn Treader - Enhanced eBook Trailer,HarperKids,0.75,2,,,-31,0,0
805,The Chronicles of Narnia: The Voyage of the Dawn Treader,https://www.youtube.com/watch?v=OHPLlAJiNUw,Narnia: Voyage of the Dawn Treader - Trailer G,20th Century Studios UK,0.83,3,,,-10,0,0
,,,,,,,,,,,
807,The Fast and the Furious: Tokyo Drift,https://www.youtube.com/watch?v=NACaDOb_Eso,The Fast and The Furious Tokyo Drift trailer,tngo86user,0.89,1,1,,-45,0,0
,,,,,,,,,,,
808,The Bad Guys,https://www.youtube.com/watch?v=m8Xt0yXaDPU,THE BAD GUYS | Official Trailer 1,Universal Pictures,1.0,1,1,,-129,0,0
808,The Bad Guys,https://www.youtube.com/watch?v=zpDuBXB_glk,THE BAD GUYS | Official Trailer 2,Universal Pictures,1.0,2,1,,-58,0,0
,,,,,,,,,,,
810,Captain Underpants: The First Epic Movie,https://www.youtube.com/watch?v=zs2SrqLum1M,Captain Underpants: The First Epic Movie | Trailer #1,Peacock Kids,0.88,1,,,-72,0,0
810,Captain Underpants: The First Epic Movie,https://www.youtube.com/watch?v=BJgL9pbDLBE,Captain Underpants Theme Official Lyric Video | CAPTAIN UNDERPANTS: THE FIRST EPIC MOVIE,Peacock Kids,0.88,2,,,-21,0,0
810,Captain Underpants: The First Epic Movie,https://www.youtube.com/watch?v=2neatR9D_h8,CAPTAIN UNDERPANTS All Movie Clips + Trailer (2017),Entertainment Access,0.5,3,,,-12,0,0
810,Captain Underpants: The First Epic Movie,https://www.youtube.com/watch?v=yCn9XE_TFf8,Captain Underpants | Official HD Trailer #1 | 2017,20th Century Studios UK,0.5,4,,,-67,0,0
810,Captain Underpants: The First Epic Movie,https://www.youtube.com/watch?v=w3esXbIHQAg,Captain Underpants: The First Epic Movie' Official Trailer (2017),Moviefone,1.0,5,1,,-72,0,0
810,Captain Underpants: The First Epic Movie,https://www.youtube.com/watch?v=ApJPkUMMYbo,Captain Underpants ALL CLIPS Official | CAPTAIN UNDERPANTS: THE FIRST EPIC MOVIE,Peacock Kids,0.88,6,,,-9,0,0
,,,,,,,,,,,
811,Bad Moms,https://www.youtube.com/watch?v=iKCw-kqo3cs,Bad Moms | Official Trailer | Own It Now on Digital HD Blu-Ray & DVD,STXfilms,1.0,1,1,,-88,0,0
811,Bad Moms,https://www.youtube.com/watch?v=jHa_pmuDYFo,Malas madres ( Bad Moms ) - Trailer español,Guía del Ocio,0.75,2,,,-53,0,0
811,Bad Moms,https://www.youtube.com/watch?v=MVzDKTh49zs,Bad Moms | Official Trailer 2 | Own It Now on Digital HD Blu-Ray & DVD,STXfilms,1.0,3,1,,-29,0,0
,,,,,,,,,,,
814,Rise of the Guardians,https://www.youtube.com/watch?v=aPLiBxhoug0,Rise of the Guardians: Official Trailer,Peacock Kids,1.0,1,1,,-238,0,0
814,Rise of the Guardians,https://www.youtube.com/watch?v=yd71LWhCO4s,Rise of the Guardians: Official Trailer 2,Peacock Kids,1.0,2,1,,-138,0,0
814,Rise of the Guardians,https://www.youtube.com/watch?v=s-kzZWb0BLI,Rise of the Guardians' Trailer HD,hollywoodstreams,0.83,3,,,-238,0,0
,,,,,,,,,,,
815,Paul Blart: Mall Cop 2,https://www.youtube.com/watch?v=b_ld3IJ0sUU,Paul Blart: Mall Cop 2 - Official Trailer - In Theaters 4/17!,Sony Pictures Entertainment,1.0,1,1,,-155,0,0
815,Paul Blart: Mall Cop 2,https://www.youtube.com/watch?v=bmD2vogB6yE,Paul Blart: Mall Cop 2 - Trailer 2 (Official HD),Sony Pictures Entertainment,1.0,2,1,,-71,0,0
815,Paul Blart: Mall Cop 2,https://www.youtube.com/watch?v=X6yXgbIIuPU,Paul Blart: Mall Cop 2 - Official International Trailer,Sony Pictures Entertainment,1.0,3,,,-45,0,0
,,,,,,,,,,,
817,Diary of a Wimpy Kid: Rodrick Rules,https://www.youtube.com/watch?v=Lg1XhawXPAE,Diary of a Wimpy Kid: Rodrick Rules | Trailer | Fox Family Entertainment,Fox Family Entertainment,0.88,1,1,,-66,0,0
817,Diary of a Wimpy Kid: Rodrick Rules,https://www.youtube.com/watch?v=U3gnyS-n7SE,Diary of a Wimpy Kid 2 Rodrick Rules Trailer,20th Century Studios UK,0.88,2,,,-23,0,0
817,Diary of a Wimpy Kid: Rodrick Rules,https://www.youtube.com/watch?v=1rI5X6cHZdc,Diary of a Wimpy Kid: Rodrick Rules | ONLINE ONLY FAN TRAILER | Fox Family Entertainment,Fox Family Entertainment,0.88,3,,,-38,0,0
817,Diary of a Wimpy Kid: Rodrick Rules,https://www.youtube.com/watch?v=0O4-iOL986k,Diary of a Wimpy kid:Rodrick Rules official trailer,Yazmine,0.75,4,,,-31,0,0
,,,,,,,,,,,
818,17 Again,https://www.youtube.com/watch?v=zLlpXY6Jm50,17 Again (2009 Trailer) Official,AngellMalak,1.0,1,1,,-28,0,0
818,17 Again,https://www.youtube.com/watch?v=n3N0HiK418M,17 Again (2009) trailer,The Movie Planet,0.75,2,,,-169,0,0
,,,,,,,,,,,
819,Fury,https://www.youtube.com/watch?v=09w9MTtZDEM,FURY - Official International Trailer 2,Sony Pictures Entertainment,1.0,1,,,-39,0,0
819,Fury,https://www.youtube.com/watch?v=q94n3eWOWXM,FURY - Official Trailer,Sony Pictures Entertainment,1.0,2,1,,-114,0,0
,,,,,,,,,,,
821,Tomb Raider,https://www.youtube.com/watch?v=8ndhidEmUbI,TOMB RAIDER - Official Trailer #1,Warner Bros. Pictures,1.0,1,1,,-178,0,0
821,Tomb Raider,https://www.youtube.com/watch?v=3KkhD0MnaJU,TOMB RAIDER - Official Trailer #2,Warner Bros. Pictures,1.0,2,1,,-57,0,0
,,,,,,,,,,,
822,The Black Phone,https://www.youtube.com/watch?v=3eGP6im8AZA,The Black Phone - Official Trailer,Universal Pictures,1.0,1,1,,-254,0,0
822,The Black Phone,https://www.youtube.com/watch?v=nQWAVkx8O74,The Black Phone - Official Trailer 2,Universal Pictures,1.0,2,1,,-59,0,0
,,,,,,,,,,,
823,Open Season,https://www.youtube.com/watch?v=MPNTtqqTB5s,Open Season Trailer,OpenSeasonMovie,0.75,1,1,,-37,0,0
,,,,,,,,,,,
824,Goosebumps,https://www.youtube.com/watch?v=7Cn716jv61s,GOOSEBUMPS - Official Trailer (HD),Sony Pictures Entertainment,1.0,1,1,,-100,0,0
824,Goosebumps,https://www.youtube.com/watch?v=IIEmUFGJPSw,Goosebumps - Official Trailer 2 (ft. Jack Black),Sony Pictures Entertainment,1.0,2,1,,-43,0,0
,,,,,,,,,,,
825,The Boss,https://www.youtube.com/watch?v=1jNWgac2sQc,The Boss - Official Restricted Trailer (HD),Universal Pictures,1.0,1,,,-56,0,0
825,The Boss,https://www.youtube.com/watch?v=V8GAMZqJqjs,The Boss - Official Trailer (HD),Universal Pictures,1.0,2,1,,-141,0,0
,,,,,,,,,,,
826,Dinner for Schmucks,https://www.youtube.com/watch?v=-FHlvEc3vaE,Dinner for Schmucks' Trailer HD,hollywoodstreams,0.8,1,1,,-107,0,0
826,Dinner for Schmucks,https://www.youtube.com/watch?v=MS8IrAYd0OY,Dinner For Schmucks Movie Trailer,Fandom Entertainment,0.8,2,,,-50,0,0
,,,,,,,,,,,
827,Mary Poppins Returns,https://www.youtube.com/watch?v=-3jsfXDZLIY,Mary Poppins Returns | Official Trailer,Walt Disney Studios,1.0,1,1,,-93,0,0
827,Mary Poppins Returns,https://www.youtube.com/watch?v=PzcaR1N0pTI,Mary Poppins Returns Official Teaser Trailer,Walt Disney Studios,1.0,2,,1,-290,0,0
,,,,,,,,,,,
828,Dracula Untold,https://www.youtube.com/watch?v=_2aWqecTTuE,Dracula Untold - Official Trailer (HD),Universal Pictures,1.0,1,1,,-104,0,0
,,,,,,,,,,,
831,I Can Do Bad All by Myself,https://www.youtube.com/watch?v=nkUvBCW-tS4,Tyler Perry's I Can Do Bad All By Myself -  trailer,Lionsgate Movies,0.88,1,1,,-51,0,0
,,,,,,,,,,,
835,The Taking of Pelham 123,https://www.youtube.com/watch?v=9WTMFghxvXo,Watch the new trailer for TAKING OF PELHAM 1 2 3!,Sony Pictures Entertainment,0.71,1,1,,-71,0,0
,,,,,,,,,,,
839,Pineapple Express,https://www.youtube.com/watch?v=BWZt4v6b1hI,Watch Pineapple Express Trailer,Sony Pictures Entertainment,0.75,1,1,,-131,0,0
,,,,,,,,,,,
840,Alvin and the Chipmunks: Chipwrecked,https://www.youtube.com/watch?v=-dOc_fqmcZo,Alvin and the Chipmunks: Chipwrecked | Official Trailer | 20th Century FOX,20th Century Studios,1.0,1,1,,-141,0,0
840,Alvin and the Chipmunks: Chipwrecked,https://www.youtube.com/watch?v=q8HbqmCybJI,Alvin and The Chipmunks: Chipwrecked! | Trailer | 20th Century FOX,20th Century Studios,0.86,2,1,,-182,0,0
,,,,,,,,,,,
842,This Is It,https://www.youtube.com/watch?v=zUniG6F_RzY,Michael Jackson's THIS IS IT Official HD Trailer,Sony Pictures Entertainment,1.0,1,1,,-44,0,0
,,,,,,,,,,,
845,Jackass Forever,https://www.youtube.com/watch?v=FNq-QT2Jpng,jackass forever | Official Trailer (2022 Movie),Paramount Pictures,1.0,1,1,,-199,0,0
,,,,,,,,,,,
848,Eat Pray Love,https://www.youtube.com/watch?v=mjay5vgIwt4,Watch the Official EAT PRAY LOVE Trailer in HD,Sony Pictures Entertainment,1.0,1,1,,-148,0,0
848,Eat Pray Love,https://www.youtube.com/watch?v=g8csr68LjUM,EAT PRAY LOVE - Watch the new trailer,Sony Pictures Entertainment,0.8,2,,,-49,0,0
848,Eat Pray Love,https://www.youtube.com/watch?v=wJdgkyOzWOs,Eat Pray Love - Eddie Vedder Music Video,Sony Pictures Entertainment,0.6,3,,,-4,0,0
,,,,,,,,,,,
850,Smallfoot,https://www.youtube.com/watch?v=uBw6EvIxIS8,SMALLFOOT - Official Final Trailer [HD],Warner Bros. Pictures,1.0,1,1,,-57,0,0
850,Smallfoot,https://www.youtube.com/watch?v=34cHO5_LX9g,SMALLFOOT - Official Trailer 1,Warner Bros. Pictures,1.0,2,1,,-157,0,0
850,Smallfoot,https://www.youtube.com/watch?v=ow9_519_xVQ,SMALLFOOT - "Wonderful Life" performed by Zendaya,Warner Bros. Pictures,0.33,3,,,-37,0,0
850,Smallfoot,https://www.youtube.com/watch?v=_r9GPgvN8As,SMALLFOOT - Teaser Trailer,Warner Bros. Pictures,0.67,4,,1,-310,0,0
850,Smallfoot,https://www.youtube.com/watch?v=Zw5GJsY6Hj8,SMALLFOOT - "Percy's Pressure" performed by James Corden,Warner Bros. Pictures,0.33,5,,,-35,0,0
,,,,,,,,,,,
853,27 Dresses,https://www.youtube.com/watch?v=SEjiaUwCpHQ,27 Dresses - Mit Katherine Heigl - Trailer,20th Century Studios DE,0.75,1,1,,-36,0,0
,,,,,,,,,,,
854,The Haunting in Connecticut,https://www.youtube.com/watch?v=MRJA3lN0xCQ,The Haunting in Connecticut (2009) - Official Trailer,Lionsgate Movies,1.0,1,1,,-156,0,0
,,,,,,,,,,,
855,DC League of Super-Pets,https://www.youtube.com/watch?v=1jkw2JPCl18,DC LEAGUE OF SUPER-PETS – Official Trailer,Warner Bros. Pictures,1.0,1,1,,-248,0,0
855,DC League of Super-Pets,https://www.youtube.com/watch?v=xEbpPP-_1Ig,DC League of Super-Pets – Trailer 2,Warner Bros. Pictures,0.83,2,1,,-87,0,0
855,DC League of Super-Pets,https://www.youtube.com/watch?v=ME_upzi4boc,DC League of Super-Pets | Batman Trailer,Warner Bros. Pictures,0.83,3,,,-145,0,0
,,,,,,,,,,,
857,The Game Plan,https://www.youtube.com/watch?v=okZ4S4yjvlw,The Game Plan (trailer),WamBamFam,0.8,1,1,,-96,0,0
,,,,,,,,,,,
858,Vantage Point,https://www.youtube.com/watch?v=vDp-08uNH0Y,VANTAGE POINT Trailer,Sony Pictures Entertainment,0.75,1,1,,-123,0,0
,,,,,,,,,,,
859,Jack Reacher: Never Go Back,https://www.youtube.com/watch?v=kidXMuWQ5kw,JACK REACHER 2 TRAILER (Tom Cruise - Action Movie HD),ONE Media,0.43,1,1,,-121,0,0
859,Jack Reacher: Never Go Back,https://www.youtube.com/watch?v=L4JFiGpvMXY,JACK REACHER 2: SIN REGRESO - TRAILER A Doblado | Veacine,Veacine Estrenos,0.43,2,,,-121,0,0
,,,,,,,,,,,
867,Insidious: Chapter 3,https://www.youtube.com/watch?v=bWd2MrMTYrc,Insidious: Chapter 3 International Trailer (Official),Sony Pictures Entertainment,1.0,1,1,,-88,0,0
,,,,,,,,,,,
869,Funny People,https://www.youtube.com/watch?v=kzciY15Q3BA,Funny People - Trailer,Universal Pictures,0.75,1,1,,-31,0,0
,,,,,,,,,,,
870,Black Mass,https://www.youtube.com/watch?v=R_F-lVhSfx8,Black Mass - Official Main Trailer [HD],Warner Bros. Pictures,1.0,1,1,,-50,0,0
870,Black Mass,https://www.youtube.com/watch?v=YJWJeBJnT6M,Black Mass - Official Trailer [HD],Warner Bros. Pictures,1.0,2,1,,-119,0,0
,,,,,,,,,,,
871,Poltergeist,https://www.youtube.com/watch?v=pyuZQtUrVm4,Poltergeist | Official Trailer 2 [HD] | 20th Century FOX,20th Century Studios,1.0,1,1,,-50,0,0
871,Poltergeist,https://www.youtube.com/watch?v=hVdzNlNxLxg,Poltergeist | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1.0,2,1,,-105,0,0
,,,,,,,,,,,
873,Smile,https://www.youtube.com/watch?v=BcDK7lkzzsU,Smile | Official Trailer (2022 Movie),Paramount Pictures,1.0,1,1,,-100,0,0
873,Smile,https://www.youtube.com/watch?v=-8d987Wtkxs,SMILE | Final Trailer (2022 Movie),Paramount Pictures,0.67,2,1,,-4,0,0
,,,,,,,,,,,
877,Saw 3D,https://www.youtube.com/watch?v=WXgdG7zl31k,Saw 3D - New Movie Trailer,IGN,0.75,1,1,,-43,0,0
877,Saw 3D,https://www.youtube.com/watch?v=zg0go2b3ekY,Saw 3D Teaser Trailer,IGN,0.75,2,,1,-99,0,0
877,Saw 3D,https://www.youtube.com/watch?v=mwTcEAjsafw,Official SAW 3D (SAW 7) Trailer in HD!,ThorpeParkRemixers,1.0,3,,,-99,0,0
877,Saw 3D,https://www.youtube.com/watch?v=0-MEEkMbX2U,Saw 3D (VII) - Trailer Subtitulado Español - FULL HD,5max1HD,0.75,4,,,-98,0,0
,,,,,,,,,,,
880,The Lucky One,https://www.youtube.com/watch?v=9w8lE83oYeM,THE LUCKY ONE Trailer 2012 Movie - Official [HD],Cieon Movies,1.0,1,1,,-60,0,0
880,The Lucky One,https://www.youtube.com/watch?v=qfKfNipxCaw,Cuando te Encuentre (The Lucky One) | Trailer HD Sub Esp,somosCINE.com,0.8,2,,,-65,0,0
880,The Lucky One,https://www.youtube.com/watch?v=FgdVhUbrq0s,The Lucky One (Trailer Official),fbritobr,1.0,3,,,-144,0,0
880,The Lucky One,https://www.youtube.com/watch?v=z3dhHmyT2yc,Nicholas Sparks' THE LUCKY ONE [HD] - Official Trailer - Zac Efron and Taylor Schilling,Nicholas Sparks,1.0,4,,,-132,0,0
,,,,,,,,,,,
883,Life of Pi,https://www.youtube.com/watch?v=9A0p_SJ8eu4,Life Of Pi | Official Trailer 1 | 20th Century FOX,20th Century Studios,1.0,1,1,,-118,0,0
,,,,,,,,,,,
884,The Social Network,https://www.youtube.com/watch?v=lB95KLmpLR4,THE SOCIAL NETWORK - Official Trailer [2010] (HD),Sony Pictures Entertainment,1.0,1,1,,-77,0,0
884,The Social Network,https://www.youtube.com/watch?v=mWoUgftTj3Y,The Social Network  - In Theaters This October,Sony Pictures Entertainment,0.6,2,1,,-98,0,0
,,,,,,,,,,,
886,Contagion,https://www.youtube.com/watch?v=I5VfNKCQF60,Contagion Trailer,Warner Bros. Pictures,0.67,1,1,,-57,0,0
,,,,,,,,,,,
887,Now You See Me 2,https://www.youtube.com/watch?v=b306jk-C5rE,Now You See Me 2 – Official Teaser Trailer,Lionsgate Movies,1.0,1,,1,-204,0,0
887,Now You See Me 2,https://www.youtube.com/watch?v=JzZh8kJJwe4,Now You See Me 2 (2016 Movie) Official Trailer – “Reappearing” - Daniel Radcliffe & Dave Franco,Lionsgate Movies,1.0,2,1,,-86,0,0
,,,,,,,,,,,
890,Sing 2,https://www.youtube.com/watch?v=EPZu5MA2uqI,Sing 2 - Official Trailer [HD],Illumination,1.0,1,1,,-181,0,0
890,Sing 2,https://www.youtube.com/watch?v=AAnkc01ITpw,Sing 2 - Official Trailer 2 [HD],Illumination,1.0,2,1,,-48,0,0
890,Sing 2,https://www.youtube.com/watch?v=aS7h3qM024g,Sing 2 - Final Trailer [HD],Illumination,0.67,3,1,,-28,0,0
,,,,,,,,,,,
891,Planes,https://www.youtube.com/watch?v=bssstn218EA,Disney's Planes - Teaser Trailer,Walt Disney Studios,0.67,1,,1,-162,0,0
891,Planes,https://www.youtube.com/watch?v=qfnWYHO7Id4,Disney's Planes - Trailer 2,Walt Disney Studios,0.67,2,1,,-72,0,0
,,,,,,,,,,,
899,Diary of a Wimpy Kid,https://www.youtube.com/watch?v=7ZVEIgPeDCE,Diary of a Wimpy Kid Trailer,TrailerDelinquent,0.83,1,1,,-56,0,0
,,,,,,,,,,,
900,Ghost Rider: Spirit of Vengeance,https://www.youtube.com/watch?v=UUObgxCoUgA,GHOST RIDER: SPIRIT OF VENGEANCE 3D - Official Trailer - In Theaters 2/17/12,Sony Pictures Entertainment,1.0,1,1,,-64,0,0
,,,,,,,,,,,
901,It's Complicated,https://www.youtube.com/watch?v=FtbsGSzTOyI,It's Complicated - Internet Trailer,Universal Pictures,0.75,1,1,,-42,0,0
,,,,,,,,,,,
906,Chronicle,https://www.youtube.com/watch?v=xUepHoDYpdI,Chronicle | Trailer | 20th Century FOX,20th Century Studios,0.67,1,1,,-67,0,0
,,,,,,,,,,,
907,The Monuments Men,https://www.youtube.com/watch?v=oBfMOmR4S9M,Monuments Men - Official Trailer #2 - In Theaters 2/7/14,Sony Pictures Entertainment,0.8,1,1,,-95,0,0
907,The Monuments Men,https://www.youtube.com/watch?v=SziPDANik18,The Monuments Men - Official Trailer - In Theaters 2/7/14,Sony Pictures Entertainment,1.0,2,1,,-179,0,0
,,,,,,,,,,,
913,Unknown,https://www.youtube.com/watch?v=vSXUgkCjdBM,Unknown - Trailer,Warner Bros. Pictures,0.67,1,1,,-119,0,0
,,,,,,,,,,,
914,Dolittle,https://www.youtube.com/watch?v=FEf412bSPLs,Dolittle - Official Trailer,Universal Pictures,1.0,1,1,,-96,0,0
914,Dolittle,https://www.youtube.com/watch?v=zjm6rDgKNMY,Dolittle - "Official Trailer",Universal Pictures,1.0,2,1,,-14,0,0
,,,,,,,,,,,
915,Stomp the Yard,https://www.youtube.com/watch?v=hvLzhK7Vatw,Stomp The Yard trailer,StompTheYard,0.8,1,1,,-109,0,0
,,,,,,,,,,,
919,Neighbors 2: Sorority Rising,https://www.youtube.com/watch?v=X2i9Zz_AqTg,Neighbors 2 - Official Trailer (HD),Universal Pictures,0.6,1,1,,-122,0,0
919,Neighbors 2: Sorority Rising,https://www.youtube.com/watch?v=uldqs2kW25g,Neighbors 2 - Official Restricted Trailer (HD),Universal Pictures,0.6,2,,,-43,0,0
,,,,,,,,,,,
922,Texas Chainsaw,https://www.youtube.com/watch?v=gB0aHrd7rUo,Texas Chainsaw 3D (2013) - Official Trailer,Lionsgate Movies,1.0,1,1,,-112,0,0
,,,,,,,,,,,
928,Lights Out,https://www.youtube.com/watch?v=6LiKKFZyhRU,Lights Out - Official Trailer [HD],Warner Bros. Pictures,1.0,1,1,,-118,0,0
928,Lights Out,https://www.youtube.com/watch?v=H_nTMprod00,Lights Out - Official Trailer 2 [HD],Warner Bros. Pictures,1.0,2,1,,-28,0,0
,,,,,,,,,,,
929,RoboCop,https://www.youtube.com/watch?v=xPLSpmAtc1Q,RoboCop  - Official Trailer #2 - In Theaters 2/12/14,Sony Pictures Entertainment,1.0,1,1,,-97,0,0
929,RoboCop,https://www.youtube.com/watch?v=LY67dAT22Pc,ROBOCOP - Official Trailer - In Theaters 2/12/14,Sony Pictures Entertainment,1.0,2,1,,-159,0,0
,,,,,,,,,,,
931,Bumblebee,https://www.youtube.com/watch?v=lcwmDAYt22k,Bumblebee (2018) - New Official Trailer - Paramount Pictures,Paramount Pictures,1.0,1,1,,-88,0,0
931,Bumblebee,https://www.youtube.com/watch?v=fAIX12F6958,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,Paramount Pictures,1.0,2,,1,-199,0,0
,,,,,,,,,,,
932,Temptation: Confessions of a Marriage Counselor,https://www.youtube.com/watch?v=wJ7Srr0MvXI,Tyler Perry's Temptation: Confessions of a Marriage Counselor Official Movie Trailer [HD],eOnefilms,1.0,1,1,,-35,0,0
932,Temptation: Confessions of a Marriage Counselor,https://www.youtube.com/watch?v=d6fnnS_LJsQ,Tyler Perry's: Confessions of a Marriage Counselor - Trailer HD | Trailers | FandangoMovies,Fandango,0.71,4,,,-45,0,0
932,Temptation: Confessions of a Marriage Counselor,https://www.youtube.com/watch?v=j_7jT-18ViY,Tyler Perry Dishes on Message Behind 'Temptation',Entertainment Tonight,0.14,5,,,-5,0,0
,,,,,,,,,,,
933,London Has Fallen,https://www.youtube.com/watch?v=GAeWcYODMoQ,London Has Fallen - Trailer,Universal Pictures All-Access,0.8,1,1,,-1,0,0
933,London Has Fallen,https://www.youtube.com/watch?v=m_Ta20Cf8E0,London Has Fallen - Official Trailer HD (2016) - Gerard Butler Morgan Freeman,VVS Films,1.0,2,,,-32,0,0
933,London Has Fallen,https://www.youtube.com/watch?v=85wZA5709Vg,London Has Fallen Official Trailer #1 (2016) Morgan Freeman Gerard Butler Action Movie HD,Zero Media,1.0,3,,,-120,0,0
,,,,,,,,,,,
936,Fool's Gold,https://www.youtube.com/watch?v=i2FwdFsv5gQ,Fool's Gold - Trailer Official,RapaduraCast,1.0,1,1,,-59,0,0
,,,,,,,,,,,
937,Tammy,https://www.youtube.com/watch?v=pX1-TNEpQ74,Tammy - Official Teaser Trailer [HD],Warner Bros. Pictures,1.0,1,,1,-140,0,0
937,Tammy,https://www.youtube.com/watch?v=eejJiKQe50k,Tammy - Official Trailer 2 [HD],Warner Bros. Pictures,1.0,2,1,,-57,0,0
,,,,,,,,,,,
940,Pete's Dragon,https://www.youtube.com/watch?v=fPOamb6d_20,Pete's Dragon - Official US Trailer,Walt Disney Studios,1.0,1,1,,-59,0,0
940,Pete's Dragon,https://www.youtube.com/watch?v=OlUkOid3TYc,Pete's Dragon Official US Teaser Trailer,Walt Disney Studios,1.0,2,,1,-173,0,0
,,,,,,,,,,,
941,American Reunion,https://www.youtube.com/watch?v=fVkBlwcvl2c,American Reunion - Theatrical Trailer,Universal Pictures,0.75,1,1,,-44,0,0
