uniqueID,movie_name,video_url,video_title,channel,score,id,official,teaser,days_diff,need_extra_attention,need_to_select_trailer
1.465,Come Play,https://www.youtube.com/watch?v=tA3WdD9iuKU,Come Play' Trailer,hollywoodstreams,0.75,2,,,-63,0,0
1.465,Come Play,https://www.youtube.com/watch?v=NuiqjUVZLw8,COME PLAY Official Trailer #1 (NEW 2020) Horror Movie HD,FilmSpot Trailer,1.0,3,,,-64,0,0
1.465,Come Play,https://www.youtube.com/watch?v=tbqnvuNC2jw,COME PLAY (2020)  🎥 Tráiler En ESPAÑOL (Subtitulado) LATAM 🎬  Película Terror,ELMentado Chavez,0.75,4,,,-64,0,0
,,,,,,,,,,,
1.467,Lifemark,https://www.youtube.com/watch?v=bZI9ziz8Azw,Lifemark Movie Trailer,Lifemark Movie,0.67,1,1,,-57,0,0
1.467,Lifemark,https://www.youtube.com/watch?v=rGLxcg424fI,The Real Life Inspiration Behind Kirk's New Movie Lifemark | Kirk Cameron on TBN,Kirk Cameron on TBN,0.33,2,,,-14,0,0
1.467,Lifemark,https://www.youtube.com/watch?v=RqD1h4C83vI,The Heart of LIFEMARK Featurette—In Theaters Beginning September 9 2022,Lifemark Movie,0.33,3,,,-94,0,0
1.467,Lifemark,https://www.youtube.com/watch?v=h0SsFFTCDA8,Lifemark Movie Trailer - :60,Lifemark Movie,0.67,4,,,-57,0,0
1.467,Lifemark,https://www.youtube.com/watch?v=7x-1Kz2Ow5g,Meet the Real People of Lifemark,Lifemark Movie,0.33,5,,,-17,0,0
1.467,Lifemark,https://www.youtube.com/watch?v=LV3FvDlAgXw,Sneak Peak at Lifemark!,The Kendrick Brothers,0.33,6,,,-94,0,0
1.467,Lifemark,https://www.youtube.com/watch?v=e1NMWtgJOEc,Lifemark (2022) Official Trailer,WhichFilm,1.0,7,,,-4,0,0
,,,,,,,,,,,
1.472,Where'd You Go Bernadette,https://www.youtube.com/watch?v=Em1onUCArxs,WHERE'D YOU GO BERNADETTE | Official Trailer,ANNAPURNA,1.0,1,1,,-241,0,0
1.472,Where'd You Go Bernadette,https://www.youtube.com/watch?v=MVGCAsAGgCo,¿Dónde estás Bernadette? – Tráiler Oficial (Sub. Español),Fandango Latam,0.33,2,,,-45,0,0
1.472,Where'd You Go Bernadette,https://www.youtube.com/watch?v=Encdde8geLU,Cate Blanchett The Cast & Director Of "Where'd You Go Bernadette" Discuss The Film,BUILD Series,0.67,3,,,-4,0,0
1.472,Where'd You Go Bernadette,https://www.youtube.com/watch?v=p4dCgLUuQbc,WHERE'D YOU GO BERNADETTE Official Trailer (2019) Cate Blanchett Richard Linklater Movie HD,ONE Media,1.0,4,,,-241,0,0
1.472,Where'd You Go Bernadette,https://www.youtube.com/watch?v=m9YH-uDyhog,WHERE'D YOU GO BERNADETTE Official Trailer (2019) Cate Blanchett Kristen Wiig Drama Movie HD,Zero Media,1.0,5,,,-241,0,0
1.472,Where'd You Go Bernadette,https://www.youtube.com/watch?v=yc1-qTxiDdU,WHERE'D YOU GO BERNADETTE | Official Trailer 2,ANNAPURNA,1.0,6,,,-98,0,0
1.472,Where'd You Go Bernadette,https://www.youtube.com/watch?v=t2dqoYWF55M,WHERE'D YOU GO BERNADETTE Official Trailer (2019) Cate Blanchett Kristen Wiig Movie HD,Rapid Trailer,1.0,7,,,-241,0,0
,,,,,,,,,,,
1.478,Crimes of the Future,https://www.youtube.com/watch?v=xyCI741MqPY,CRIMES OF THE FUTURE Trailer (2022),ONE Media,0.83,1,1,,-28,0,0
1.478,Crimes of the Future,https://www.youtube.com/watch?v=QGwtPfjt9Zc,CRIMES OF THE FUTURE Trailer International (2022) Kristen Stewart,ONE Media,0.83,2,,,-50,0,0
1.478,Crimes of the Future,https://www.youtube.com/watch?v=MCAnQIs_kAs,CRIMES OF THE FUTURE Official Trailer 2 (2022),Movie Trailers Source,1.0,3,,,-28,0,0
1.478,Crimes of the Future,https://www.youtube.com/watch?v=MUZy_ah-gxw,Crimes of the Future - Trailer Oficial Subtitulado Español Latino,MegaTrailers,0.83,4,,,-28,0,0
1.478,Crimes of the Future,https://www.youtube.com/watch?v=QVX7df79BNo,CRIMES OF THE FUTURE - Official Teaser,NEON,0.83,5,,,-50,0,0
1.478,Crimes of the Future,https://www.youtube.com/watch?v=DV0saNig-v4,CRIMES OF THE FUTURE Official Trailer (2022),Movie Trailers Source,1.0,6,,,-50,0,0
,,,,,,,,,,,
1.480,Bros,https://www.youtube.com/watch?v=BQIeBB9XMe8,Bros | Official Trailer [HD],Universal Pictures,1.0,1,1,,-106,0,0
,,,,,,,,,,,
1.486,Freaky,https://www.youtube.com/watch?v=EqPnIcDW9g0,FREAKY - Official Trailer (HD),Universal Pictures,1.0,1,1,,-64,0,0
1.486,Freaky,https://www.youtube.com/watch?v=qhEIL_-4HZM,Freaky - Slaughterhouse (In Theaters November 13) [HD],Universal Pictures,0.33,2,,,-17,0,0
,,,,,,,,,,,
1.487,The Brothers Grimsby,https://www.youtube.com/watch?v=_YtclB_02wA,The Brothers Grimsby - Official Trailer (HD),Sony Pictures Entertainment,1.0,1,1,,-93,0,0
1.487,The Brothers Grimsby,https://www.youtube.com/watch?v=sWR5uF-WK9c,The Brothers Grimsby - Official Red Band Trailer,Sony Pictures Entertainment,1.0,2,,,-133,0,0
1.487,The Brothers Grimsby,https://www.youtube.com/watch?v=J1WTpKQXRSY,The Brothers Grimsby - Official Red Band Trailer #2,Sony Pictures Entertainment,1.0,3,,,-30,0,0
1.487,The Brothers Grimsby,https://www.youtube.com/watch?v=kvYbts_aiVQ,The Brothers Grimsby - Official International Trailer,Sony Pictures Entertainment,1.0,4,,,-93,0,0
,,,,,,,,,,,
1.489,Incarnate,https://www.youtube.com/watch?v=htyIs6HuzOQ,INCARNATE - OFFICIAL TRAILER #2 (2016),BH Tilt,1.0,1,1,,-43,0,0
1.489,Incarnate,https://www.youtube.com/watch?v=zxOOSusmVg0,LA REENCARNACIÓN - Trailer Subtitulado Español Latino Incarnate 2016,CineMovs Trailers,0.67,2,,,-46,0,0
1.489,Incarnate,https://www.youtube.com/watch?v=1Twk5s4zhOs,INCARNATE - OFFICIAL TRAILER (2016),BH Tilt,1.0,4,1,,-100,0,0
,,,,,,,,,,,
1.490,Captivity,https://www.youtube.com/watch?v=RxYudQ_f8-8,Captivity: Official Trailer,cinemanow13,1.0,1,1,,-76,0,0
,,,,,,,,,,,
1.491,The Many Saints of Newark,https://www.youtube.com/watch?v=dHa95iy2lF0,THE MANY SAINTS OF NEWARK – Official Trailer,Warner Bros. Pictures,1.0,1,1,,-94,0,0
1.491,The Many Saints of Newark,https://www.youtube.com/watch?v=d9Em4ckh878,THE MANY SAINTS OF NEWARK – Official Trailer 2,Warner Bros. Pictures,1.0,2,1,,-23,0,0
,,,,,,,,,,,
1.493,Vampire Academy,https://www.youtube.com/watch?v=QuU8P-D0-is,Vampire Academy Official Trailer (2014) | Zoey Deutch Lucy Fry,Reliance Entertainment,1.0,1,1,,-4,0,0
1.493,Vampire Academy,https://www.youtube.com/watch?v=fwf5ITyni9U,Academia de Vampiros Trailer oficial subtitulado (Vampire Academy official trailer) | ActitudFEM,ActitudFem,1.0,2,,,-25,0,0
,,,,,,,,,,,
1.494,The 355,https://www.youtube.com/watch?v=SV0s2S9reT0,The 355 - Official Trailer 2,Universal Pictures,1.0,1,1,,-92,0,0
,,,,,,,,,,,
1.495,The Ultimate Gift,https://www.youtube.com/watch?v=rwXe5eKZr6M,The Ultimate Gift - Official Movie Trailer,TheUltimateGift,1.0,1,1,,-26,0,0
,,,,,,,,,,,
1.496,Our Brand Is Crisis,https://www.youtube.com/watch?v=BLZo_ILZhfk,Our Brand Is Crisis - Official Trailer [HD],Warner Bros. Pictures,1.0,1,1,,-52,0,0
,,,,,,,,,,,
1.500,Tolkien,https://www.youtube.com/watch?v=wZ1vn85iQRE,TOLKIEN | Trailer 2 | FOX Searchlight,SearchlightPictures,0.67,1,1,,-65,0,0
1.500,Tolkien,https://www.youtube.com/watch?v=Girzu81oS8Q,TOLKIEN | Official Trailer | FOX Searchlight,SearchlightPictures,1.0,2,1,,-87,0,0
1.500,Tolkien,https://www.youtube.com/watch?v=ob-Y4jpYsrg,Tolkien | Trailer Legendado,Ingresso.com,0.67,3,,,-44,0,0
1.500,Tolkien,https://www.youtube.com/watch?v=POo2RdKZJzU,TOLKIEN Trailer Oficial Español (2019),VaDeTrailers,0.67,4,,,-46,0,0
1.500,Tolkien,https://www.youtube.com/watch?v=C2hz7IDM7-M,Tolkien - Tráiler Oficial (Sub. Español),Fandango Latam,0.67,5,,,-57,0,0
,,,,,,,,,,,
1.503,Nitro Circus: The Movie,https://www.youtube.com/watch?v=r6ojnBLJZZc,New Nitro Circus 3D Movie - Trailer,Red Bull,0.67,1,1,,-212,0,0
1.503,Nitro Circus: The Movie,https://www.youtube.com/watch?v=bHEHS6QP7k0,Nitro Circus 3D - OFFICIAL TRAILER 2,Red Bull,0.67,2,1,,-37,0,0
1.503,Nitro Circus: The Movie,https://www.youtube.com/watch?v=9HERznqbvMY,Nitro Circus The Movie 3D Trailer Feat. Travis Pastrana,Network A,0.83,3,,,-37,0,0
,,,,,,,,,,,
1.504,Just Getting Started,https://www.youtube.com/watch?v=pw72uQlM3Lw,Just Getting Started Official Trailer #1 (2017) Morgan Freeman Tommy Lee Jones Comedy Movie HD,Zero Media,1.0,1,1,,-81,0,0
1.504,Just Getting Started,https://www.youtube.com/watch?v=vhV47OX6p1g,JUST GETTING STARTED Official Trailer (2017) Morgan Freeman Comedy Movie HD,ONE Media,1.0,2,,,-81,0,0
1.504,Just Getting Started,https://www.youtube.com/watch?v=S5dXMWt79w8,Just Getting Started Trailer 2017 Movie - Official,Cieon Movies,1.0,3,,,-81,0,0
1.504,Just Getting Started,https://www.youtube.com/watch?v=lqDTpKAtxrs,Just Getting Started Official Trailer (2017) - Broad Green Pictures,Broad Green Pictures,1.0,4,,,-81,0,0
1.504,Just Getting Started,https://www.youtube.com/watch?v=pLlHNYUTsck,‘Just Getting Started’ Trailer,hollywoodstreams,0.8,5,,,-44,0,0
1.504,Just Getting Started,https://www.youtube.com/watch?v=tbj2eQQmMrs,Just Getting Started Trailer 2017 Morgan Freeman Tommy Lee Jones Movie - Official,Cieon Trailers,1.0,6,,,-81,0,0
,,,,,,,,,,,
1.506,Let's Go to Prison,https://www.youtube.com/watch?v=w7pNiELcZsg,Let's Go To Prison - Trailer,LetsGoToPrison,0.83,1,1,,-25,0,0
1.506,Let's Go to Prison,https://www.youtube.com/watch?v=m_eCxMwsSsg,Let's Go To Prison Film Clip #4,LetsGoToPrison,0.67,2,,,-7,0,0
1.506,Let's Go to Prison,https://www.youtube.com/watch?v=lkwcMEQYYow,Let's Go To Prison Film Clip #2,LetsGoToPrison,0.67,3,,,-7,0,0
,,,,,,,,,,,
1.507,Men,https://www.youtube.com/watch?v=pt81CJcWZy8,Men | Official Trailer HD | A24,A24,1.0,1,1,,-58,0,0
1.507,Men,https://www.youtube.com/watch?v=cIu-yZwYXe4,Men (2022) - Tráiler Subtitulado en Español,CINECONECTA,0.67,2,,,-58,0,0
1.507,Men,https://www.youtube.com/watch?v=HKJ4Thgk1Js,Men |  Official Teaser Trailer HD | A24,A24,1.0,3,,1,-100,0,0
,,,,,,,,,,,
1.508,Sex Drive,https://www.youtube.com/watch?v=2xOUCZH14Is,SEX DRIVE Trailer,SexDriveTheMovie,0.75,1,1,,-36,0,0
,,,,,,,,,,,
1.509,X,https://www.youtube.com/watch?v=Awg3cWuHfoc,X | Official Trailer HD | A24,A24,1.0,1,1,,-65,0,0
1.509,X,https://www.youtube.com/watch?v=_67iqeUPfB0,X Official Official Trailer (2022),Movie Trailers Source,1.0,2,,,-65,0,0
1.509,X,https://www.youtube.com/watch?v=foj3GMqFnEY,X Trailer (2022) Jenna Ortega Kid Cudi Brittany Snow,Movie Coverage,0.5,3,,,-65,0,0
1.509,X,https://www.youtube.com/watch?v=KrPlGDrJr5Y,X Trailer (2022) Mia Goth Jenna Ortega Brittany Snow Horror Movie,Rapid Trailer,0.5,4,,,-65,0,0
,,,,,,,,,,,
1.510,The Loft,https://www.youtube.com/watch?v=0IXquaCjhf4,The Loft - Trailer #1,IGN,0.75,1,,,-2,0,0
1.510,The Loft,https://www.youtube.com/watch?v=7k1qmwbhFoY,The Loft (2014) Trailer: James Marsden Karl Urban - Thriller HD,Brave New Hollywood,0.75,2,,,-2,0,0
1.510,The Loft,https://www.youtube.com/watch?v=Vzw7ds7JoT4,The Loft | Official Trailer [HD] | Open Road Films,Open Road Films,1.0,3,1,,-46,0,0
1.510,The Loft,https://www.youtube.com/watch?v=IROE7BTmtlY,The Loft - Trailer (deutsch/german),LEONINE Studios,0.75,4,,,-93,0,0
,,,,,,,,,,,
1.522,The Big Year,https://www.youtube.com/watch?v=EyrgXRnHVd4,The Big Year Movie Trailer 2011,Streaming Clips,0.8,1,1,,-36,0,0
1.522,The Big Year,https://www.youtube.com/watch?v=AykG6WBpKXM,THE BIG YEAR’s star-studded movie trailer!,Simon & Schuster Books,0.6,2,,,-18,0,0
1.522,The Big Year,https://www.youtube.com/watch?v=zWoSa5Pr4A4,The Big Year - Official Trailer HD,tekudesign,1.0,3,,,-35,0,0
,,,,,,,,,,,
1.523,Tulip Fever,https://www.youtube.com/watch?v=2djWwOK0Im8,Tulip Fever Official Trailer #1 (2017) Cara Delevingne Alicia Vikander Drama Movie HD,Zero Media,1.0,1,1,,-129,0,0
1.523,Tulip Fever,https://www.youtube.com/watch?v=E_2zW-0oMIw,Tulip Fever - Trailer #Español (2017),Spanish Motion,0.75,2,,,-15,0,0
1.523,Tulip Fever,https://www.youtube.com/watch?v=8l5uWmsLIuU,Tulip Fever Trailer 2017 Movie - Official,Stream Movie Trailers,1.0,3,,,-129,0,0
1.523,Tulip Fever,https://www.youtube.com/watch?v=4tO0JmMPbBQ,Tulip Fever Trailer 2017 Movie - Official,Cieon Movies,1.0,4,,,-129,0,0
,,,,,,,,,,,
1.527,Blackhat,https://www.youtube.com/watch?v=-CA95Bzpy7s,Blackhat - Official Trailer 2 (HD),Legendary,1.0,1,1,,-35,0,0
,,,,,,,,,,,
1.542,City of Ember,https://www.youtube.com/watch?v=kkSFsbv6eUg,City of Ember Trailer,BasilHitsManuel,0.8,1,1,,-132,0,0
,,,,,,,,,,,
1.544,The Last Duel,https://www.youtube.com/watch?v=mgygUwPJvYk,The Last Duel | Official Trailer | 20th Century Studios,20th Century Studios,1.0,1,1,,-87,0,0
1.544,The Last Duel,https://www.youtube.com/watch?v=QTBSb0i09kI,The Last Duel | 20th Century Studios,20th Century Studios,0.6,2,,,-36,0,0
,,,,,,,,,,,
1.548,Samson,https://www.youtube.com/watch?v=mSolF3QBVBY,Samson - Official Trailer (2018),Pure Flix,1.0,1,1,,-43,0,0
1.548,Samson,https://www.youtube.com/watch?v=IMMtMmNPdJo,SAMSON Official Trailer #2 (2018) Rutger Hauer Billy Zane Action Movie HD,Rapid Trailer,1.0,2,,,-42,0,0
1.548,Samson,https://www.youtube.com/watch?v=THadKgVDC6Y,SAMSON Official Trailer (2018) Rutger Hauer Action Movie HD,Rapid Trailer,1.0,3,,,-114,0,0
1.548,Samson,https://www.youtube.com/watch?v=5TXaC3GjuJo,Samson Teaser Trailer (Official) 2018,Pure Flix,1.0,4,,1,-119,0,0
,,,,,,,,,,,
1.563,Walk Hard: The Dewey Cox Story,https://www.youtube.com/watch?v=4W3zQkGpzC0,WALK HARD Trailer,Sony Pictures Entertainment,0.38,1,1,,-60,0,0
,,,,,,,,,,,
1.564,Hit and Run,https://www.youtube.com/watch?v=H45YPpLUIjg,Hit and Run Official Red Band Movie Trailer [HD],eOnefilms,1.0,1,,,-30,0,0
1.564,Hit and Run,https://www.youtube.com/watch?v=q_4YeymTnAI,Hit and Run Official Movie Trailer [HD],eOnefilms,1.0,2,1,,-65,0,0
,,,,,,,,,,,
1.569,MacGruber,https://www.youtube.com/watch?v=sth-9uupBJU,MacGruber - Restricted Trailer,Universal Pictures,0.67,1,,,-49,0,0
1.569,MacGruber,https://www.youtube.com/watch?v=PKYrghKwu2E,MacGruber - Trailer,Universal Pictures,0.67,2,1,,-24,0,0
,,,,,,,,,,,
1.570,Mortdecai,https://www.youtube.com/watch?v=Fi7SXfdfGtw,Mortdecai (2015 Movie - Johnny Depp) – Official Final Trailer,Lionsgate Movies,1.0,1,1,,-15,0,0
1.570,Mortdecai,https://www.youtube.com/watch?v=6lG0dz01M20,Mortdecai (2015 Movie - Johnny Depp) - Official Teaser Trailer,Lionsgate Movies,1.0,2,,1,-163,0,0
,,,,,,,,,,,
1.571,Witless Protection,https://www.youtube.com/watch?v=Z3MFmPjFm-o,Witless Protection Movie Trailer,kute0027,0.75,1,1,,-38,0,0
1.571,Witless Protection,https://www.youtube.com/watch?v=JnRXjBVHlCs,WITLESS PROTECTION' MOVIE TRAILER,TrailerSource,0.75,2,,,-10,0,0
,,,,,,,,,,,
1.572,God's Not Dead: A Light in Darkness,https://www.youtube.com/watch?v=wIKExeMVksk,God's Not Dead 3: A Light in Darkness (Official Trailer),Pure Flix,1.0,1,1,,-29,0,0
1.572,God's Not Dead: A Light in Darkness,https://www.youtube.com/watch?v=Jl0Duw2B8zk,GOD'S NOT DEAD 3: A LIGHT IN DARKNESS Official Trailer (2018) Jennifer Taylor Drama Movie HD,Rapid Trailer,1.0,2,,,-101,0,0
1.572,God's Not Dead: A Light in Darkness,https://www.youtube.com/watch?v=Lien7yAkwxY,God's Not Dead: A Light in Darkness Official Trailer #1 (2018) -- Regal Cinemas [HD],Regal,1.0,3,,,-99,0,0
1.572,God's Not Dead: A Light in Darkness,https://www.youtube.com/watch?v=WUR_GHOwSS8,God's Not Dead: A Light in Darkness' Official Trailer,hollywoodstreams,1.0,4,,,-23,0,0
1.572,God's Not Dead: A Light in Darkness,https://www.youtube.com/watch?v=p2zj4SQZyzU,God's Not Dead: A Light in Darkness Official Trailer #3 (2018) -- Regal Cinemas [HD],Regal,1.0,5,,,-16,0,0
1.572,God's Not Dead: A Light in Darkness,https://www.youtube.com/watch?v=YQXnsCM7AVc,Gods Not Dead: A Light in Darkness | Trailer | Own it now on Blu-ray DVD & Digital,Universal Pictures All-Access,0.88,6,,,-1,0,0
1.572,God's Not Dead: A Light in Darkness,https://www.youtube.com/watch?v=i_i4rM9r2u8,God's Not Dead: A Light in Darkness,Newsboys,0.75,7,,,-2,0,0
,,,,,,,,,,,
1.578,The Beach Bum,https://www.youtube.com/watch?v=rugjeaQECFM,THE BEACH BUM Official Trailer #2 (2019) Matthew McConaughey Zac Efron Movie HD,Rapid Trailer,1.0,1,1,,-65,0,0
1.578,The Beach Bum,https://www.youtube.com/watch?v=qSALRP1mZNQ,THE BEACH BUM [Official Red Band Trailer] - In Theaters March 29 2019,NEON,1.0,2,,,-65,0,0
1.578,The Beach Bum,https://www.youtube.com/watch?v=kGFWS-St1KA,Matthew McConaughey Goes Undercover to Get People “High”,Jimmy Kimmel Live,0.0,3,,,-1,0,0
1.578,The Beach Bum,https://www.youtube.com/watch?v=7D3_PMP8W4E,THE BEACH BUM Official Trailer (2019) Matthew McConaughey Zac Efron Comedy Movie HD,Rapid Trailer,1.0,4,1,,-203,0,0
1.578,The Beach Bum,https://www.youtube.com/watch?v=n_zC1mMNjlQ,THE BEACH BUM Red Band Trailer (2019) Harmony Korine Movie,New Trailer Buzz,0.8,5,,,-65,0,0
1.578,The Beach Bum,https://www.youtube.com/watch?v=UNPZyzklJ7c,THE BEACH BUM Official Trailer (2018) Zac Efron Matthew McConaughey Movie HD,ONE Media,1.0,6,,,-203,0,0
1.578,The Beach Bum,https://www.youtube.com/watch?v=-vUo6SRayhs,Isla Fisher: Everyone Was Stoned On The Set Of "The Beach Bum" | CONAN on TBS,Team Coco,0.6,7,,,-9,0,0
1.578,The Beach Bum,https://www.youtube.com/watch?v=sVlRTGtLgQI,The Beach Bum - Trailer #2 | Matthew McConaughey Zac Efron Isla Fisher Snoop Dogg,VVS Films,0.8,8,,,-59,0,0
1.578,The Beach Bum,https://www.youtube.com/watch?v=Mhux3FqDQBs,Carpool Karaoke: The Series - Snoop Dogg & Matthew McConaughey - Apple TV app,The Late Late Show with James Corden,0.2,9,,,-35,0,0
,,,,,,,,,,,
1.584,The War with Grandpa,https://www.youtube.com/watch?v=RApwpIls1qk,The War With Grandpa - Trailer (2020),Your Movies,0.83,1,,,-52,0,0
1.584,The War with Grandpa,https://www.youtube.com/watch?v=UcKZk9peM64,THE WAR WITH GRANDPA Clip - "Attic" (2020) Uma Thurman,JoBlo Movie Clips,0.67,2,1,,-16,0,0
1.584,The War with Grandpa,https://www.youtube.com/watch?v=OzqurwtGuY4,THE WAR WITH GRANDPA Official Trailer 2020 Robert De Niro Movie,FullHDTrailer,1.0,3,,,-56,0,0
,,,,,,,,,,,
1.585,A Cure for Wellness,https://www.youtube.com/watch?v=JF1rLFCdewU,A Cure for Wellness | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1.0,1,1,,-59,0,0
1.585,A Cure for Wellness,https://www.youtube.com/watch?v=4mcVodJmBlU,A Cure for Wellness | Teaser Trailer [HD] | 20th Century FOX,20th Century Studios,0.8,2,,1,-121,0,0
,,,,,,,,,,,
1.588,Black Christmas,https://www.youtube.com/watch?v=gF4yRYbo1WE,Black Christmas - Official Trailer [HD],Universal Pictures,1.0,1,1,,-99,0,0
1.588,Black Christmas,https://www.youtube.com/watch?v=tlyDLS3rTt4,Black Christmas - In Theaters December 13 (Official Trailer) [HD],Universal Pictures,1.0,2,,1,-98,0,0
,,,,,,,,,,,
1.594,Tenacious D in the Pick of Destiny,https://www.youtube.com/watch?v=TXxQFMG86HA,Tenacious D in "The Pick of Destiny" Trailer,SgtPepper,0.88,1,1,,-105,0,0
,,,,,,,,,,,
1.595,Fall,https://www.youtube.com/watch?v=jumy9LR2vyI,Fall (2022 Movie) Official Teaser - Grace Caroline Currey Virginia Gardner,Lionsgate Movies,0.67,1,1,,-64,0,0
,,,,,,,,,,,
1.597,The Express,https://www.youtube.com/watch?v=yqrGg3YRTB0,The Express - Official Theatrical Trailer,TheExpressMovie,1.0,1,1,,-128,0,0
,,,,,,,,,,,
1.606,A-X-L,https://www.youtube.com/watch?v=--8nr2kt4uk,AXL | Official Trailer [HD] | Open Road Films,Open Road Films,1.0,1,1,,-99,0,0
1.606,A-X-L,https://www.youtube.com/watch?v=DqQmvsZp_CY,AXL Official Trailer (2018),Movie Trailers Source,1.0,2,,,-99,0,0
1.606,A-X-L,https://www.youtube.com/watch?v=uIqpiCb6IT0,A.X.L. (2018) | Behind the Scenes of Sci-Fi Movie,FilmIsNow Movie Bloopers & Extras,0.33,3,,,-8,0,0
1.606,A-X-L,https://www.youtube.com/watch?v=Eix-Ujvko-0,AXL Trailer (2018),FilmSelect Trailer,0.67,4,,,-99,0,0
1.606,A-X-L,https://www.youtube.com/watch?v=7uwSohn696w,AXL - Official Trailer (2018),GameSpot Universe Trailers,1.0,5,,,-95,0,0
,,,,,,,,,,,
1.608,King Richard,https://www.youtube.com/watch?v=BKP_0z52ZAw,KING RICHARD – Official Trailer,Warner Bros. Pictures,1.0,1,1,,-114,0,0
1.608,King Richard,https://www.youtube.com/watch?v=FIsNbpJIa6k,KING RICHARD – Official "Be Alive" Trailer,Warner Bros. Pictures,1.0,2,,,-29,0,0
,,,,,,,,,,,
1.610,Family Camp,https://www.youtube.com/watch?v=Bb2FTulPpOA,THE ADDAMS FAMILY VALUES |  Trailer | Paramount Movies,Paramount Movies,0.5,1,1,,-136,0,0
,,,,,,,,,,,
1.611,Hoodwinked 2: Hood vs. Evil,https://www.youtube.com/watch?v=NuVs-RI4haQ,Hoodwinked 2 - HOOD VS EVIL OFFICIAL TRAILER (HD) (2011),MovieTrailersHot,1.0,1,,,-20,0,0
1.611,Hoodwinked 2: Hood vs. Evil,https://www.youtube.com/watch?v=sMhCWFL464c,Hoodwinked Too Movie Trailer [HD],eOnefilms,0.33,2,1,,-44,0,0
,,,,,,,,,,,
1.630,Birth of the Dragon,https://www.youtube.com/watch?v=soLlxteBbNA,Birth of the Dragon Official Trailer #1 (2017) Bruce Lee Biopic Movie HD,Zero Media,1.0,1,1,,-43,0,0
1.630,Birth of the Dragon,https://www.youtube.com/watch?v=vbNib_NsVRU,BIRTH OF THE DRAGON Trailer (2016) Bruce Lee Movie,New Trailer Buzz,0.83,2,,,-343,0,0
1.630,Birth of the Dragon,https://www.youtube.com/watch?v=c-He684a5ww,Birth of the Dragon Official Trailer #1 (2017) Bruce Lee VS Wong Jack Man,Wushu Shaolin,1.0,3,,,-40,0,0
1.630,Birth of the Dragon,https://www.youtube.com/watch?v=tVxY2uVkQTo,Birth of the Dragon - Trailer,Universal Pictures All-Access,0.83,4,,,-1,0,0
1.630,Birth of the Dragon,https://www.youtube.com/watch?v=nMMe9PHQ9AQ,BIRTH OF THE DRAGON Official Trailer (2017) Bruce Lee Action Movie HD,ONE Media,1.0,5,,,-13,0,0
1.630,Birth of the Dragon,https://www.youtube.com/watch?v=OI7lSi6PfB0,Birth of the Dragon Official Trailer #1 2017 Bruce Lee |HD|,Watsuta Channel,1.0,6,,,-41,0,0
1.630,Birth of the Dragon,https://www.youtube.com/watch?v=SL7OfxJo2oA,BIRTH OF THE DRAGON - OFFICIAL TRAILER (2017),BH Tilt,1.0,7,,,-43,0,0
,,,,,,,,,,,
1.640,Hardcore Henry,https://www.youtube.com/watch?v=96EChBYVFhU,Hardcore Henry | Official Trailer | Own It Now on Digital HD Blu-ray & DVD,STXfilms,1.0,1,1,,-58,0,0
1.640,Hardcore Henry,https://www.youtube.com/watch?v=UI1Ovh5JnOE,Hardcore Henry Official Trailer #1 (2016) First-person Action Movie HD,Zero Media,1.0,2,,,-57,0,0
1.640,Hardcore Henry,https://www.youtube.com/watch?v=wv33e0TyL6M,HARDCORE HENRY Official TIFF trailer - starring Sharlto Copley,bitingelbows,1.0,3,,,-209,0,0
1.640,Hardcore Henry,https://www.youtube.com/watch?v=4JVgQzBG5Ho,Hardcore Henry | Official Trailer 2 | Own It Now on Digital HD Blu-ray & DVD,STXfilms,1.0,4,1,,-32,0,0
1.640,Hardcore Henry,https://www.youtube.com/watch?v=F6Xuk_cieHQ,PAYDAY 2: Hardcore Henry Packs Trailer,OVERKILL Software,0.75,5,,,-15,0,0
,,,,,,,,,,,
1.643,The Words,https://www.youtube.com/watch?v=eL2sCAvM29A,CANDIDE THOVEX || FEW WORDS TRAILER,Quiksilver,0.5,1,1,,-135,0,0
1.643,The Words,https://www.youtube.com/watch?v=lTlh70mx-eM,The Words Official Movie Trailer [HD],eOnefilms,1.0,2,,,-102,0,0
1.643,The Words,https://www.youtube.com/watch?v=bhh7yYWUccI,The Words -- Official Movie Trailer -- Stars Bradley Cooper Zoë Saldana [HD],CBS Films,1.0,3,,,-112,0,0
1.643,The Words,https://www.youtube.com/watch?v=HV4MSVnRsO8,The Words Official Movie Trailer - Starring Bradley Cooper & Zoe Saldana Official [HD],Clevver News,1.0,4,,,-63,0,0
,,,,,,,,,,,
1.648,Punisher: War Zone,https://www.youtube.com/watch?v=liABMxEvPAc,Punisher: War Zone (2008) - Official Trailer #1,Lionsgate Movies,1.0,1,1,,-23,0,0
1.648,Punisher: War Zone,https://www.youtube.com/watch?v=b7uRxTGycX8,Punisher: War Zone (2008) - Teaser Trailer,Lionsgate Movies,0.8,2,,1,-25,0,0
,,,,,,,,,,,
1.649,Anna,https://www.youtube.com/watch?v=sOYeBlgQdFg,Anna' Official Trailer (2019) | Sasha Luss Cillian Murphy Helen Mirren,Moviefone,1.0,1,1,,-72,0,0
