movie_name,video_url,video_title,channel,score,id,official_trailer,known_channels_used,official,teaser
,,,,,,,,,
Fantastic Beasts: The Crimes of Grindelwald,https://www.youtube.com/watch?v=vvFybpmyB9E,Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer,Warner Bros. Pictures,1.0,1,1,1,,
Fantastic Beasts: The Crimes of Grindelwald,https://www.youtube.com/watch?v=8bYBOVWLNIs,Fantastic Beasts: The Crimes of Grindelwald - Final Trailer,Warner Bros. Pictures,0.88,2,1,1,1,
Fantastic Beasts: The Crimes of Grindelwald,https://www.youtube.com/watch?v=5sEaYB4rLFQ,Fantastic Beasts: The Crimes of Grindelwald - Official Teaser Trailer,Warner Bros. Pictures,1.0,3,1,1,,1
,,,,,,,,,
Sherlock Holmes,https://www.youtube.com/watch?v=iKUzhzustok,Sherlock Holmes Trailer # 1,Warner Bros. Pictures,0.75,1,1,1,1,
,,,,,,,,,
Clash of the Titans,None,None,None,None,None,None,None,,
,,,,,,,,,
Madagascar 3: Europe's Most Wanted,https://www.youtube.com/watch?v=PlkWVkpP59U,MADAGASCAR 3: EUROPE'S MOST WANTED | Official Trailer #2,Peacock Kids,1.0,1,1,0,,
Madagascar 3: Europe's Most Wanted,https://www.youtube.com/watch?v=Vtx4TutNZQM,Madagascar 3: Europe's Most Wanted - Official Trailer | HD,Movie Trailers,1.0,2,1,0,,
Madagascar 3: Europe's Most Wanted,https://www.youtube.com/watch?v=aamLd4jqqu0,MADAGASCAR 3: EUROPE'S MOST WANTED | Official Teaser Trailer,Peacock Kids,1.0,3,1,0,,
Madagascar 3: Europe's Most Wanted,https://www.youtube.com/watch?v=KF8ny0JLfW8,Madagascar 3: Europe's Most Wanted' - Official Trailer,FilmIsNow Movie Trailers International,1.0,4,1,0,,
,,,,,,,,,
Inception,https://www.youtube.com/watch?v=Jvurpf91omw,Inception,Warner Bros. Pictures,0.33,1,0,1,1,
,,,,,,,,,
Pirates of the Caribbean: Dead Men Tell No Tales,https://www.youtube.com/watch?v=Hgeu5rhoxxY,Pirates of the Caribbean: Dead Men Tell No Tales - Official Trailer,Walt Disney Studios,1.0,1,1,1,1,
Pirates of the Caribbean: Dead Men Tell No Tales,https://www.youtube.com/watch?v=1xo3af_6_Jk,Teaser Trailer: Pirates of the Caribbean: Dead Men Tell No Tales,Walt Disney Studios,0.91,2,1,1,,1
,,,,,,,,,
WALL·E,https://www.youtube.com/watch?v=geplBr2fcZc,WALL•E  | Teaser Trailer | Official Disney Pixar UK,Disney UK,1.0,1,1,0,,1
WALL·E,https://www.youtube.com/watch?v=alIq_wG9FNk,WALL•E  | Trailer | Official Disney Pixar UK,Disney UK,1.0,2,1,0,1,
,,,,,,,,,
Fast & Furious Presents: Hobbs & Shaw,https://www.youtube.com/watch?v=HZ7PAyCDwEg,Fast & Furious Presents: Hobbs & Shaw - Official Trailer #2 [HD],The Fast Saga,1.0,1,1,1,1,
Fast & Furious Presents: Hobbs & Shaw,https://www.youtube.com/watch?v=9SA7FaKxZVI,Fast & Furious Presents: Hobbs & Shaw - Official Trailer [HD],The Fast Saga,1.0,2,1,1,1,
Fast & Furious Presents: Hobbs & Shaw,https://www.youtube.com/watch?v=b736ZM_KfEk,Fast & Furious Presents: Hobbs & Shaw - In Theaters 8/2 (Final Trailer) [HD],The Fast Saga,0.86,3,1,1,1,
,,,,,,,,,
Hancock,https://www.youtube.com/watch?v=6iFcGNOWnA8,Watch the Trailer for Hancock,Sony Pictures Entertainment,0.67,1,0,1,1,
Hancock,https://www.youtube.com/watch?v=aLXfp9CufV0,"Watch the New ""What You Got"" Trailer for HANCOCK",Sony Pictures Entertainment,0.67,2,0,1,1,
,,,,,,,,,
Star Trek Beyond,https://www.youtube.com/watch?v=XRVD32rnzOw,Star Trek Beyond - Trailer (2016) - Paramount Pictures,Paramount Pictures,0.8,1,1,1,1,
Star Trek Beyond,https://www.youtube.com/watch?v=-QYGBW4jrDE,Star Trek Beyond | Trailer #3 | Paramount Pictures International,Paramount Pictures International,0.8,2,1,1,,
Star Trek Beyond,https://www.youtube.com/watch?v=bzD8H6o1awQ,Star Trek Beyond Trailer #2 (2016) - Paramount Pictures,Paramount Pictures,0.8,3,1,1,1,
Star Trek Beyond,https://www.youtube.com/watch?v=3MBXBMkcUNo,"Star Trek Beyond Trailer #3 (2016) - Featuring ""Sledgehammer"" by Rihanna - Paramount Pictures",Paramount Pictures,0.8,4,1,1,1,
,,,,,,,,,
Monsters vs. Aliens,https://www.youtube.com/watch?v=k9DSCHJ8Hbg,Monsters vs. Aliens Trailer HD,DrewsTrailers,0.8,1,1,0,,
,,,,,,,,,
Sonic the Hedgehog,https://www.youtube.com/watch?v=szby7ZHLnkA,Sonic The Hedgehog (2020) - New Official Trailer - Paramount Pictures,Paramount Pictures,1.0,1,1,1,1,
,,,,,,,,,
Bad Boys for Life,https://www.youtube.com/watch?v=jKCj3XuPG8M,BAD BOYS FOR LIFE - Official Trailer,Sony Pictures Entertainment,1.0,1,1,1,1,
Bad Boys for Life,https://www.youtube.com/watch?v=R228yPrwqTo,BAD BOYS FOR LIFE - Official Trailer #2 (HD),Sony Pictures Entertainment,1.0,2,1,1,1,
,,,,,,,,,
Jason Bourne,https://www.youtube.com/watch?v=F4gJsKZvqE4,Jason Bourne - Official Trailer (HD),Universal Pictures,1.0,1,1,1,1,
,,,,,,,,,
Kong: Skull Island,https://www.youtube.com/watch?v=44LdLqgOpjo,Kong: Skull Island - Rise of the King [Official Final Trailer],Warner Bros. Pictures,1.0,1,1,1,1,
,,,,,,,,,
Fantastic Four: Rise of the Silver Surfer,https://www.youtube.com/watch?v=2ldoYeeYTe4,Fantastic Four | Rise of the Silver Surfer | Trailer,20th Century Studios NL,0.89,1,1,0,1,
,,,,,,,,,
The Amazing Spider-Man,https://www.youtube.com/watch?v=-tnxzJ0SSOw,THE AMAZING SPIDER-MAN 3D - Official Trailer,Sony Pictures Entertainment,1.0,1,1,1,1,
The Amazing Spider-Man,https://www.youtube.com/watch?v=upwf8RsyNqQ,Official THE AMAZING SPIDER-MAN Teaser Trailer,Sony Pictures Entertainment,1.0,2,1,1,,1
,,,,,,,,,
Sex and the City,https://www.youtube.com/watch?v=y6U8o9Ed0VI,Sex and the City (2008) OFFICIAL TRAILER,SexAndTheCityFilm,1.0,1,1,0,1,
Sex and the City,https://www.youtube.com/watch?v=MktRIdPmGic,Sex and the City Official Trailer,NewLine,1.0,2,1,0,,
,,,,,,,,,
Moana,https://www.youtube.com/watch?v=LKFuXETZUsI,Moana Official Trailer,Walt Disney Animation Studios,1.0,1,1,1,1,
Moana,https://www.youtube.com/watch?v=C6PbWhWGUrY,Moana Official US Teaser Trailer,Walt Disney Animation Studios,1.0,2,1,1,,1
,,,,,,,,,
Pearl Harbor,None,None,None,None,None,None,None,,
,,,,,,,,,
Ant-Man,https://www.youtube.com/watch?v=pWdKf3MneyI,Marvel's Ant-Man - Trailer 1,Marvel Entertainment,0.67,1,0,1,1,
,,,,,,,,,
Jumanji: The Next Level,https://www.youtube.com/watch?v=rBxcF-r9Ibs,JUMANJI: THE NEXT LEVEL - Official Trailer (HD),Sony Pictures Entertainment,1.0,1,1,1,1,
Jumanji: The Next Level,https://www.youtube.com/watch?v=F6QaLsw8EWY,JUMANJI: THE NEXT LEVEL - Final Trailer (HD),Sony Pictures Entertainment,0.83,2,1,1,1,
Jumanji: The Next Level,https://www.youtube.com/watch?v=2QKg5SZ_35I,JUMANJI: WELCOME TO THE JUNGLE - Official Trailer (HD),Sony Pictures Entertainment,0.67,3,0,1,1,
,,,,,,,,,
Big Hero 6,https://www.youtube.com/watch?v=z3biFxZIJOQ,Disney's Big Hero 6 - Official US Trailer 1,Walt Disney Animation Studios,1.0,1,1,1,1,
Big Hero 6,https://www.youtube.com/watch?v=OvgyXKDXdZY,Disney's Big Hero 6 Official US Teaser Trailer,Walt Disney Animation Studios,1.0,2,1,1,,1
Big Hero 6,https://www.youtube.com/watch?v=8IdMPpKMdcc,Disney's Big Hero 6 - Official US Trailer 2,Walt Disney Animation Studios,1.0,3,1,1,1,
,,,,,,,,,
John Wick: Chapter 3 - Parabellum,https://www.youtube.com/watch?v=M7XM597XO94,John Wick: Chapter 3 - Parabellum (2019 Movie) Official Trailer – Keanu Reeves Halle Berry,Lionsgate Movies,1.0,1,1,1,1,
John Wick: Chapter 3 - Parabellum,https://www.youtube.com/watch?v=pU8-7BX9uxs,John Wick: Chapter 3 - Parabellum (2019 Movie) New Trailer – Keanu Reeves Halle Berry,Lionsgate Movies,0.83,2,1,1,1,
John Wick: Chapter 3 - Parabellum,https://www.youtube.com/watch?v=BrWJ9LG_occ,John Wick: Chapter 3 - Parabellum (2019 Movie) Official Trailer Tease – Keanu Reeves Halle Berry,Lionsgate Movies,1.0,3,1,1,,1
,,,,,,,,,
Valentine's Day,https://www.youtube.com/watch?v=yA8geVEkKpc,Valentinstag (Valentine's Day) - Trailer Deutsch,Warner Bros. DE,0.75,1,1,0,,
,,,,,,,,,
Ralph Breaks the Internet,https://www.youtube.com/watch?v=_BcYBFC6zfY,Ralph Breaks the Internet: Wreck-It Ralph 2 Official Trailer,Walt Disney Animation Studios,1.0,1,1,1,1,
Ralph Breaks the Internet,https://www.youtube.com/watch?v=T73h5bmD8Dc,Ralph Breaks the Internet | Official Trailer 2,Walt Disney Animation Studios,1.0,2,1,1,1,
Ralph Breaks the Internet,https://www.youtube.com/watch?v=DIBw9dSVKdU,Ralph Breaks The Internet: Wreck-It Ralph 2 Official Teaser Trailer,Walt Disney Animation Studios,1.0,3,1,1,,1
Ralph Breaks the Internet,https://www.youtube.com/watch?v=d6PkKUN12cI,Ralph Breaks the Internet - Sneak Peek,Walt Disney Animation Studios,0.67,4,0,1,1,
,,,,,,,,,
Charlie and the Chocolate Factory,https://www.youtube.com/watch?v=xPapIjTNbt4,Charlie and the Chocolate Factory - Trailer,warnervoduk,0.86,1,1,0,,
,,,,,,,,,
Snow White and the Huntsman,https://www.youtube.com/watch?v=tCFq6gOXDqY,Snow White and the Huntsman - Teaser Trailer,Universal Pictures,0.86,1,1,1,,1
Snow White and the Huntsman,https://www.youtube.com/watch?v=uudKJzOFGlY,Snow White and the Huntsman - Trailer,Snow White and the Huntsman ,,,,,1,
,,,,,,,,,
22 Jump Street,https://www.youtube.com/watch?v=qP755JkDxyM,22 Jump Street - Final Red Band Trailer (Official),Sony Pictures Entertainment,1.0,1,1,1,,
22 Jump Street,https://www.youtube.com/watch?v=06rvPK8ydZo,22 Jump Street - Official Red Band Trailer,Sony Pictures Entertainment,1.0,2,1,1,,
22 Jump Street,https://www.youtube.com/watch?v=i3_gKCX4Cik,22 Jump Street - Official Green Band Trailer,Sony Pictures Entertainment,1.0,3,1,1,1,
22 Jump Street,https://www.youtube.com/watch?v=g9022BwG-QY,22 Jump Street - Official International Trailer,Sony Pictures Entertainment,1.0,4,1,1,,
,,,,,,,,,
Despicable Me,https://www.youtube.com/watch?v=zzCZ1W_CUoI,Despicable Me - Theatrical Trailer,Universal Pictures,0.75,1,1,1,1,
Despicable Me,https://www.youtube.com/watch?v=hocFEDWUe7Q,Despicable Me - Teaser Trailer #1,Universal Pictures,0.75,2,1,1,,1
Despicable Me,https://www.youtube.com/watch?v=bvXMWcUhKMY,Despicable Me - Teaser Trailer #2,Universal Pictures,0.75,3,1,1,,1
,,,,,,,,,
The SpongeBob Movie: Sponge Out of Water,https://www.youtube.com/watch?v=Wlh2zAfIOE4,The SpongeBob Movie: Sponge Out of Water | Clip: Mega Clip | Paramount Pictures International,Paramount Pictures International,0.78,1,1,1,1,
,,,,,,,,,
Gravity,https://www.youtube.com/watch?v=OiTiKOy59o4,Gravity - Official Main Trailer [2K HD],Warner Bros. Pictures,1.0,1,1,1,1,
Gravity,https://www.youtube.com/watch?v=ufsrgE0BYf0,Gravity - Official Teaser Trailer [HD],Warner Bros. Pictures,1.0,2,1,1,,1
,,,,,,,,,
War for the Planet of the Apes,https://www.youtube.com/watch?v=JDcAlo8i2y8,War for the Planet of the Apes | Official Trailer [HD] | 20th Century FOX,Planet of the Apes,1.0,1,1,0,1,
War for the Planet of the Apes,https://www.youtube.com/watch?v=qxjPjPzQ1iU,War for the Planet of the Apes | Final Trailer | 20th Century FOX,Planet of the Apes,0.89,2,1,0,1,
War for the Planet of the Apes,https://www.youtube.com/watch?v=DpSaTrW4leg,Dawn of the Planet of the Apes | Official Final Trailer [HD] | PLANET OF THE APES,Planet of the Apes,0.78,3,1,0,1,
War for the Planet of the Apes,https://www.youtube.com/watch?v=UEP1Mk6Un98,War for the Planet of the Apes | Teaser Trailer [HD] | 20th Century FOX,Planet of the Apes,0.89,4,1,0,,1
War for the Planet of the Apes,https://www.youtube.com/watch?v=Lap3e2BCNdw,War for the Planet of the Apes (2017) - First Official Trailer,IGN,1.0,5,1,0,,
War for the Planet of the Apes,https://www.youtube.com/watch?v=flWAfUHEjqc,WAR FOR THE PLANET OF THE APES - Official TRAILER (Movie HD),ONE Media,1.0,6,1,0,,
,,,,,,,,,
No Time to Die,https://www.youtube.com/watch?v=BIhNsAtPbPI,NO TIME TO DIE Trailer – In Cinemas October 2021.,James Bond 007,0.83,1,1,0,,1
No Time to Die,https://www.youtube.com/watch?v=N_gD9-Oa0fg,NO TIME TO DIE | Final US Trailer,James Bond 007,0.83,2,1,0,1,
No Time to Die,https://www.youtube.com/watch?v=vw2FOYjCz38,NO TIME TO DIE | Trailer 2,James Bond 007,0.83,3,1,0,1,
No Time to Die,https://www.youtube.com/watch?v=FREBR6FH1rg,NO TIME TO DIE | Final International Trailer,James Bond 007,0.83,4,1,0,,
,,,,,,,,,
The Incredible Hulk,https://www.youtube.com/watch?v=Pog1CbcVBJk,NEW The Incredible Hulk Trailer - HD,IncredibleHulk2008,0.8,1,1,0,,
The Incredible Hulk,https://www.youtube.com/watch?v=FOFNOdKS8wE,DER UNGLAUBLICHE HULK | Trailer | Deutsch,LEONINE Studios,0.4,2,0,0,,
,,,,,,,,,
The Karate Kid,https://www.youtube.com/watch?v=XY8amUImEu0,THE KARATE KID - Official Trailer (HD),Sony Pictures Entertainment,1.0,1,1,1,1,
The Karate Kid,https://www.youtube.com/watch?v=2SmmxvHLsKk,Watch the Official THE KARATE KID Trailer in HD,Sony Pictures Entertainment,1.0,2,1,1,1,
The Karate Kid,https://www.youtube.com/watch?v=8vNku8fGeR4,Watch the new THE KARATE KID International Trailer,Sony Pictures Entertainment,0.8,3,1,1,,
The Karate Kid,https://www.youtube.com/watch?v=uBFfWd_-1MA,THE KARATE KID - Official Trailer in HD,Sony Pictures Entertainment,1.0,4,1,1,,
,,,,,,,,,
Mission: Impossible - Rogue Nation,https://www.youtube.com/watch?v=gOW_azQbOjw,Mission: Impossible Rogue Nation Trailer,Mission Impossible,0.83,1,1,0,1,
Mission: Impossible - Rogue Nation,https://www.youtube.com/watch?v=F-qBD17wwrQ,Mission: Impossible Rogue Nation Trailer 2,Mission Impossible,0.83,2,1,0,1,
,,,,,,,,,
X-Men: First Class,https://www.youtube.com/watch?v=kyQKi5-k0UU,X-Men: First Class - Official Trailer (HD),X-Men Movies,1.0,1,1,1,1,
X-Men: First Class,https://www.youtube.com/watch?v=UrbHykKUfTM,X-Men: First Class - Official Trailer,X-Men Movies,1.0,2,1,1,1,
,,,,,,,,,
How to Train Your Dragon: The Hidden World,https://www.youtube.com/watch?v=9vSaz7pv2kA,HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD – Official Teaser Trailer (Universal Pictures) HD,Universal Pictures UK,,,,,,1
How to Train Your Dragon: The Hidden World,https://www.youtube.com/watch?v=acDHTkslk2w,HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD - Official Trailer 2 (Universal Pictures) HD,Universal Pictures UK,,,,,1,
,,,,,,,,,
Pokémon Detective Pikachu,https://www.youtube.com/watch?v=1roy4o4tqQM,POKÉMON Detective Pikachu - Official Trailer #1,Warner Bros. Pictures,1.0,1,1,1,1,
Pokémon Detective Pikachu,https://www.youtube.com/watch?v=bILE5BEyhdo,POKÉMON Detective Pikachu - Official Trailer 2,Warner Bros. Pictures,1.0,2,1,1,1,
,,,,,,,,,
Rise of the Planet of the Apes,https://www.youtube.com/watch?v=VzDt7uBBIOI,Rise of the Planet of the Apes | Official  International Trailer | 2011,20th Century Studios UK,1.0,1,1,0,,
Rise of the Planet of the Apes,https://www.youtube.com/watch?v=28Z_D9Grh18,Rise of the Planet of the Apes - Official Trailer (HD),apeswillrise,1.0,2,1,0,,
Rise of the Planet of the Apes,https://www.youtube.com/watch?v=P1yKN0llkrY,Rise of the Planet of the Apes | Trailer | 20th Century FOX,Planet of the Apes,0.89,3,1,0,1,
Rise of the Planet of the Apes,https://www.youtube.com/watch?v=iMSgkP19Guc,Rise of the Planet of the Apes | Official Trailer HD | 2011,20th Century Studios UK,1.0,4,1,0,,
,,,,,,,,,
Watchmen,None,None,None,None,None,None,None,,
,,,,,,,,,
Ted,https://www.youtube.com/watch?v=1xSYmg_kpMY,Ted - Trailer,Universal Pictures,0.67,1,0,1,1,
,,,,,,,,,
The Martian,https://www.youtube.com/watch?v=ej3ioOneTy8,The Martian | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1.0,1,1,1,1,
The Martian,https://www.youtube.com/watch?v=Ue4PCI0NamI,The Martian | Teaser Trailer [HD] | 20th Century FOX,20th Century Studios,0.75,2,1,1,,1
,,,,,,,,,
The Wolverine,https://www.youtube.com/watch?v=u1VCP3O8wG0,The Wolverine | Official Trailer 1 [HD] | 20th Century FOX,20th Century Studios,1.0,1,1,1,1,
,,,,,,,,,
G.I. Joe: The Rise of Cobra,https://www.youtube.com/watch?v=-7tSvsHp3_Y,G.I. Joe: The Rise of the Cobra Official Trailer,BlackTree TV,1.0,1,1,0,,
,,,,,,,,,
The Hobbit: The Battle of the Five Armies,https://www.youtube.com/watch?v=iVAgTiBrrDA,The Hobbit: The Battle of the Five Armies - Official Main Trailer [HD],Warner Bros. Pictures,1.0,1,1,1,1,
The Hobbit: The Battle of the Five Armies,https://www.youtube.com/watch?v=ZSzeFFsKEt4,The Hobbit: The Battle of the Five Armies - Official Teaser Trailer [HD],Warner Bros. Pictures,1.0,2,1,1,,1
,,,,,,,,,
Shazam!,https://www.youtube.com/watch?v=go6GEIrcvFY,SHAZAM! - Official Teaser Trailer [HD],Warner Bros. Pictures,1.0,1,1,1,,1
Shazam!,https://www.youtube.com/watch?v=uilJZZ_iVwY,SHAZAM! - Official Trailer 2 - Only In Theaters April 5,Warner Bros. Pictures,1.0,2,1,1,1,
,,,,,,,,,
Night at the Museum: Battle of the Smithsonian,https://www.youtube.com/watch?v=QCR_fgG0ydY,Night at the Museum: Battle of the Smithsonian | Trailer | Fox Family Entertainment,Fox Family Entertainment,0.9,1,1,0,1,
Night at the Museum: Battle of the Smithsonian,https://www.youtube.com/watch?v=E2AOoWzqW4w,NIght at the Museum: Battle of the Smithsonian official trailer,MajescoGames,1.0,2,1,0,,
Night at the Museum: Battle of the Smithsonian,https://www.youtube.com/watch?v=Ll3peqVgU3w,Night at the Museum 2 (2009) Official Trailer [True HD] [720p],BestHDTrailers,0.7,3,0,0,,
Night at the Museum: Battle of the Smithsonian,https://www.youtube.com/watch?v=KS1KFoBrPuo,Night at the Museum: Battle of the Smithsonian - Trailer 2 HD,TrailersmoviesHD,0.9,4,1,0,,
Night at the Museum: Battle of the Smithsonian,https://www.youtube.com/watch?v=G_xuIyhYyrc,Night at the Museum Battle of the Smithsonian trailer,jucedmovietrailer,0.9,5,1,0,,
,,,,,,,,,
The Nun,https://www.youtube.com/watch?v=pzD9zGcUNrw,THE NUN - Official Teaser Trailer [HD],Warner Bros. Pictures,1.0,1,1,1,1,
,,,,,,,,,
Green Lantern,https://www.youtube.com/watch?v=7-GO9fo9DtM,Green Lantern - Trailer,Warner Bros. Pictures,0.75,1,1,1,1,
,,,,,,,,,
Cars 3,https://www.youtube.com/watch?v=2LeOH9AGJQM,Cars 3 - Official US Trailer,Pixar,1.0,1,1,1,1,
Cars 3,https://www.youtube.com/watch?v=E4K7JgPJ8-s,Cars 3 Official US Teaser Trailer,Pixar,1.0,2,1,1,,1
Cars 3,https://www.youtube.com/watch?v=ZuaseSovWDY,"Cars 3 ""Rivalry"" Official Trailer",Pixar,1.0,3,1,1,1,
,,,,,,,,,
The Lego Batman Movie,https://www.youtube.com/watch?v=rGQUKzSDhrg,The LEGO Batman Movie – Trailer #4,Warner Bros. Pictures,0.83,1,1,1,1,
The Lego Batman Movie,https://www.youtube.com/watch?v=LHgQSwgKygk,The LEGO Batman Movie - Wayne Manor Teaser Trailer [HD],Warner Bros. Pictures,0.83,2,1,1,,1
The Lego Batman Movie,https://www.youtube.com/watch?v=iMdQXYQ_MD8,The LEGO Batman Movie - Comic-Con Trailer [HD],Warner Bros. Pictures,0.83,3,1,1,1,
The Lego Batman Movie,https://www.youtube.com/watch?v=aBJyp2LFHgk,The LEGO Batman Movie - Batcave Teaser Trailer [HD],Warner Bros. Pictures,0.83,4,1,1,,1
,,,,,,,,,
Divergent,https://www.youtube.com/watch?v=sutgWjz10sM,Divergent (2014) Official Trailer - Shailene Woodley,The Dollar Theater,1.0,1,1,0,1,
,,,,,,,,,
San Andreas,https://www.youtube.com/watch?v=23VflsU3kZE,San Andreas - Official Trailer 2 [HD],Warner Bros. Pictures,1.0,1,1,1,1,
San Andreas,https://www.youtube.com/watch?v=SzRbK9qIhBs,San Andreas - Official Trailer 3 [HD],Warner Bros. Pictures,1.0,2,1,1,1,
San Andreas,https://www.youtube.com/watch?v=F1ZewAPl7L0,"San Andreas - ""California Dreamin'""",Warner Bros. Pictures,0.5,3,0,1,1,
,,,,,,,,,
Paranormal Activity 3,https://www.youtube.com/watch?v=e70TX_photI,Paranormal Activity 3 - Trailer,Paramount Pictures UK,0.75,1,1,0,1,
Paranormal Activity 3,https://www.youtube.com/watch?v=ih7ZjUG5Cs8,Paranormal Activity 3 - Trailer,FilmIsNow Movie Trailers International,0.75,2,1,0,,
Paranormal Activity 3,https://www.youtube.com/watch?v=k1xMx6dyT1E,Paranormal Activity 3 - Trailer 2,FilmIsNow Movie Trailers International,0.75,3,1,0,,
Paranormal Activity 3,https://www.youtube.com/watch?v=ug-vBxUSFHk,Paranormal Activity 3 - Trailer,FilmIsNow Movie Trailers International,0.75,4,1,0,,
Paranormal Activity 3,https://www.youtube.com/watch?v=ueZGcBvst0U,Paranormal Activity 3 Movie Trailer Official (HD),Fandom Entertainment,1.0,5,1,0,,
Paranormal Activity 3,https://www.youtube.com/watch?v=S_OPDOe66T8,Paranormal Activity 3 Trailer,Viacom18 Studios,0.75,6,1,0,,
,,,,,,,,,
Men in Black 3,https://www.youtube.com/watch?v=IyaFEBI_L24,MEN IN BLACK 3 - Official Trailer (HD),Sony Pictures Entertainment,1.0,1,1,1,1,
Men in Black 3,https://www.youtube.com/watch?v=aoyV49FfjOU,MEN IN BLACK 3 - Official Trailer - In Theaters 5/25,Sony Pictures Entertainment,1.0,2,1,1,1,
,,,,,,,,,
Superman Returns,None,None,None,None,None,None,None,,
,,,,,,,,,
Home,https://www.youtube.com/watch?v=G9F6VhFY4wY,HOME | Official Trailer #1,Peacock Kids,1.0,1,1,0,,
Home,https://www.youtube.com/watch?v=B6AhOAhvcWg,Home Movie Trailer (TADFF 2008),Toronto After Dark: Horror SciFi Action FilmFest,0.67,2,0,0,,
,,,,,,,,,
The Divergent Series: Insurgent,None,None,None,None,None,None,None,,
,,,,,,,,,
Bohemian Rhapsody,https://www.youtube.com/watch?v=mP0VHJYFOAU,Bohemian Rhapsody | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1.0,1,1,1,1,
Bohemian Rhapsody,https://www.youtube.com/watch?v=6S9c5nnDd_s,Bohemian Rhapsody | Teaser Trailer [HD] | 20th Century FOX,20th Century Studios,0.75,2,1,1,,1
Bohemian Rhapsody,https://www.youtube.com/watch?v=27zlBpzdOZg,Bohemian Rhapsody | Final Trailer [HD] | 20th Century FOX,20th Century Studios,0.75,3,1,1,1,
,,,,,,,,,
Coco,https://www.youtube.com/watch?v=xlnPHQ3TLX8,Coco - Official US Trailer,Pixar,1.0,1,1,1,1,
Coco,https://www.youtube.com/watch?v=Rvr68u6k5sI,Coco Official Final Trailer,Pixar,1.0,2,1,1,1,
Coco,https://www.youtube.com/watch?v=zNCz4mQzfEI,Coco Official US Teaser Trailer,Pixar,1.0,3,1,1,,1
Coco,https://www.youtube.com/watch?v=bvomHFZO0mk,"Coco - Official US ""Find Your Voice"" Trailer",Pixar,1.0,4,1,1,1,
,,,,,,,,,
Jackass 3D,https://www.youtube.com/watch?v=Fi9AVKqHzHU,Jackass 3D Trailer,Movie Network,0.75,1,1,0,1,
Jackass 3D,https://www.youtube.com/watch?v=IPmoxNESWE0,Jackass 3D trailer (subtitulado),chicosacer,0.75,2,1,0,,
,,,,,,,,,
Lightyear,https://www.youtube.com/watch?v=BwZs3H_UN3k,Lightyear | Official Trailer,Pixar,1.0,1,1,1,1,
Lightyear,https://www.youtube.com/watch?v=wHBBoUtJHhA,Lightyear | Official Trailer 2,Pixar,1.0,2,1,1,1,
Lightyear,https://www.youtube.com/watch?v=BwPL0Md_QFQ,Lightyear | Teaser Trailer,Pixar,0.67,3,0,1,,1
,,,,,,,,,
Prometheus,https://www.youtube.com/watch?v=sftuxbvGwiU,Prometheus - Official Trailer [TRUE HD],PrometheusNews,1.0,1,1,0,1,
Prometheus,https://www.youtube.com/watch?v=pyz9ktII0dM,Prometheus | Official US Trailer | 20th Century FOX,Alien Anthology,1.0,2,1,0,,
Prometheus,https://www.youtube.com/watch?v=5UEv03g51kU,Prometheus - Official FULL Trailer [HD],PrometheusNews,1.0,3,1,0,1,
,,,,,,,,,
Dunkirk,https://www.youtube.com/watch?v=F-eMt3SrfFU,Dunkirk - Trailer 1 [HD],Warner Bros. Pictures,0.67,1,0,1,1,
Dunkirk,https://www.youtube.com/watch?v=T7O7BtBnsG4,DUNKIRK - OFFICIAL MAIN TRAILER [HD],Warner Bros. Pictures,1.0,2,1,1,1,
Dunkirk,https://www.youtube.com/watch?v=yM9BWtppzko,Dunkirk - Announcement [HD],Warner Bros. Pictures,0.33,3,0,1,,1
,,,,,,,,,
Wanted,https://www.youtube.com/watch?v=G5RH71z_73s,Wanted (Se busca) (Tráiler en español),El Séptimo Arte,0.67,1,0,0,,
,,,,,,,,,
The Boss Baby,https://www.youtube.com/watch?v=tquIfapGVqs,THE BOSS BABY | Teaser Trailer,Peacock Kids,0.8,1,1,0,,
The Boss Baby,https://www.youtube.com/watch?v=lNzbT82eDAs,The Boss Baby | Official HD Trailer #1 | 2017,20th Century Studios UK,1.0,2,1,0,1,
The Boss Baby,https://www.youtube.com/watch?v=Gq5qfM2J3TY,The Boss Baby | Official HD Trailer #2 | 2017,20th Century Studios UK,1.0,3,1,0,1,
,,,,,,,,,
The Great Gatsby,https://www.youtube.com/watch?v=4w8lohkQtbY,The Great Gatsby - Official Trailer #1 [HD],Warner Bros. Pictures,1.0,1,1,1,1,
The Great Gatsby,https://www.youtube.com/watch?v=HJCz3lMa4Xw,The Great Gatsby - Official Trailer 2 [HD],Warner Bros. Pictures,1.0,2,1,1,1,
The Great Gatsby,https://www.youtube.com/watch?v=ozkOhXmijtk,The Great Gatsby Trailer w/ New Music by Beyoncé x André 3000 Lana Del Rey Florence + The Machine,Warner Bros. Pictures,0.8,3,1,1,,
,,,,,,,,,
Wreck-It Ralph,https://www.youtube.com/watch?v=87E6N7ToCxs,Wreck-It Ralph Trailer,Walt Disney Animation Studios,0.75,1,1,1,1,
