uniqueID,movie_name,url_bom,gross_dom,gross_int,gross_worldwide,distributor,opening_box,opening_theater,budget,release_start,release_end,mpaa,run_time,release_length,url_imdb,summary,success,user_raiting,user_reviews,critic_rating,critic_reviews,actors,writers,directors,Action,Adventure,Drama,Sci-Fi,Fantasy,Animation,Family,Musical,Horror,Comedy,Thriller,Romance,Mystery,Crime,War,Music,Sport,Biography,History,Documentary,Western,Film-Noir
189,Monsters vs. Aliens,https://www.boxofficemojo.com/release/rl224757249/,198351526.0,183158344.0,381509870.0,DreamWorks,59321095.0,4104.0,175000000.0,3/27/2009,8/27/2009,PG,94.0,280.0,https://imdb.com/title/tt0892782,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,1,6.4,234.0,56.0,220.0,"[('Reese Witherspoon', 'https://m.imdb.com/name/nm0000702/'), ('Rainn Wilson', 'https://m.imdb.com/name/nm0933988/'), ('Stephen Colbert', 'https://m.imdb.com/name/nm0170306/'), ('Seth Rogen', 'https://m.imdb.com/name/nm0736622/'), ('Hugh Laurie', 'https://m.imdb.com/name/nm0491402/'), ('Will Arnett', 'https://m.imdb.com/name/nm0004715/'), ('Kiefer Sutherland', 'https://m.imdb.com/name/nm0000662/'), ('Paul Rudd', 'https://m.imdb.com/name/nm0748620/'), ('Julie White', 'https://m.imdb.com/name/nm0925033/'), ('Jeffrey Tambor', 'https://m.imdb.com/name/nm0001787/'), ('Amy Poehler', 'https://m.imdb.com/name/nm0688132/'), ('Ed Helms', 'https://m.imdb.com/name/nm1159180/'), ('Renée Zellweger', 'https://m.imdb.com/name/nm0000250/'), ('John Krasinski', 'https://m.imdb.com/name/nm1024677/'), ('Sean Bishop', 'https://m.imdb.com/name/nm0084190/'), ('Rich Dietl', 'https://m.imdb.com/name/nm0226206/'), ('Stephen Kearin', 'https://m.imdb.com/name/nm0443911/'), ('Rob Letterman', 'https://m.imdb.com/name/nm1224299/')]","[('Maya Forbes', 'https://m.imdb.com/name/nm0285379/'), ('Wallace Wolodarsky', 'https://m.imdb.com/name/nm0938645/'), ('Rob Letterman', 'https://m.imdb.com/name/nm1224299/')]","[('Rob Letterman', 'https://m.imdb.com/name/nm1224299/'), ('Conrad Vernon', 'https://m.imdb.com/name/nm0970447/')]",1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,Star Trek Beyond,https://www.boxofficemojo.com/release/rl2960360961/,158848340.0,184623476.0,343471816.0,Paramount Pictures,59253211.0,3928.0,185000000.0,7/22/2016,10/20/2016,PG-13,122.0,163.0,https://imdb.com/title/tt2660888,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",1,7.0,897.0,68.0,488.0,"[('Chris Pine', 'https://m.imdb.com/name/nm1517976/'), ('Zachary Quinto', 'https://m.imdb.com/name/nm0704270/'), ('Karl Urban', 'https://m.imdb.com/name/nm0881631/'), ('Zoe Saldana', 'https://m.imdb.com/name/nm0757855/'), ('Simon Pegg', 'https://m.imdb.com/name/nm0670408/'), ('John Cho', 'https://m.imdb.com/name/nm0158626/'), ('Anton Yelchin', 'https://m.imdb.com/name/nm0947338/'), ('Idris Elba', 'https://m.imdb.com/name/nm0252961/'), ('Sofia Boutella', 'https://m.imdb.com/name/nm1154749/'), ('Joe Taslim', 'https://m.imdb.com/name/nm3029144/'), ('Lydia Wilson', 'https://m.imdb.com/name/nm3575723/'), ('Deep Roy', 'https://m.imdb.com/name/nm0746989/'), ('Melissa Roxburgh', 'https://m.imdb.com/name/nm4612692/'), ('Anita Brown', 'https://m.imdb.com/name/nm0113036/'), ('Doug Jung', 'https://m.imdb.com/name/nm1136647/'), ('Danny Pudi', 'https://m.imdb.com/name/nm2209821/'), ('Kim Kold', 'https://m.imdb.com/name/nm2747476/'), ('Fraser Aitcheson', 'https://m.imdb.com/name/nm1568712/')]","[('Simon Pegg', 'https://m.imdb.com/name/nm0670408/'), ('Doug Jung', 'https://m.imdb.com/name/nm1136647/'), ('Gene Roddenberry', 'https://m.imdb.com/name/nm0734472/')]","[('Justin Lin', 'https://m.imdb.com/name/nm0510912/')]",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192,Jason Bourne,https://www.boxofficemojo.com/release/rl2537981441/,162434410.0,253050504.0,415484914.0,Universal Pictures,59215365.0,4026.0,120000000.0,7/29/2016,12/22/2016,PG-13,123.0,161.0,https://imdb.com/title/tt4196776,The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.,1,6.6,770.0,58.0,331.0,"[('Matt Damon', 'https://m.imdb.com/name/nm0000354/'), ('Tommy Lee Jones', 'https://m.imdb.com/name/nm0000169/'), ('Alicia Vikander', 'https://m.imdb.com/name/nm2539953/'), ('Vincent Cassel', 'https://m.imdb.com/name/nm0001993/'), ('Julia Stiles', 'https://m.imdb.com/name/nm0005466/'), ('Riz Ahmed', 'https://m.imdb.com/name/nm1981893/'), ('Ato Essandoh', 'https://m.imdb.com/name/nm1017951/'), ('Scott Shepherd', 'https://m.imdb.com/name/nm0791864/'), ('Bill Camp', 'https://m.imdb.com/name/nm0131966/'), ('Vinzenz Kiefer', 'https://m.imdb.com/name/nm0452385/'), ('Stephen Kunken', 'https://m.imdb.com/name/nm0475218/'), ('Ben Stylianou', 'https://m.imdb.com/name/nm4956036/'), ('Kaya Yuzuki', 'https://m.imdb.com/name/nm3515690/'), (""Matthew O'Neill"", 'https://m.imdb.com/name/nm3668828/'), ('Lizzie Phillips', 'https://m.imdb.com/name/nm4547572/'), ('Paris Stangl', 'https://m.imdb.com/name/nm4823963/'), ('Matt Blair', 'https://m.imdb.com/name/nm0086306/'), ('Amy De Bhrún', 'https://m.imdb.com/name/nm2381142/')]","[('Paul Greengrass', 'https://m.imdb.com/name/nm0339030/'), ('Christopher Rouse', 'https://m.imdb.com/name/nm0002582/'), ('Robert Ludlum', 'https://m.imdb.com/name/nm0524924/')]","[('Paul Greengrass', 'https://m.imdb.com/name/nm0339030/')]",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,Jumanji: The Next Level,https://www.boxofficemojo.com/release/rl755467777/,320314960.0,481378969.0,801693929.0,Sony Pictures Entertainment (SPE),59251543.0,4227.0,125000000.0,12/13/2019,,PG-13,123.0,385.0,https://imdb.com/title/tt7975244,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",1,6.7,1068.0,58.0,255.0,"[('Dwayne Johnson', 'https://m.imdb.com/name/nm0425005/'), ('Jack Black', 'https://m.imdb.com/name/nm0085312/'), ('Kevin Hart', 'https://m.imdb.com/name/nm0366389/'), ('Karen Gillan', 'https://m.imdb.com/name/nm2394794/'), ('Awkwafina', 'https://m.imdb.com/name/nm5377144/'), ('Nick Jonas', 'https://m.imdb.com/name/nm2679917/'), ('Alex Wolff', 'https://m.imdb.com/name/nm1842974/'), ('Morgan Turner', 'https://m.imdb.com/name/nm2367353/'), ('Madison Iseman', 'https://m.imdb.com/name/nm5589690/'), (""Ser'Darius Blain"", 'https://m.imdb.com/name/nm3843144/'), ('Danny DeVito', 'https://m.imdb.com/name/nm0000362/'), ('Danny Glover', 'https://m.imdb.com/name/nm0000418/'), ('Rhys Darby', 'https://m.imdb.com/name/nm1055302/'), ('Colin Hanks', 'https://m.imdb.com/name/nm0004988/'), ('Rory McCann', 'https://m.imdb.com/name/nm0564920/'), ('Marin Hinkle', 'https://m.imdb.com/name/nm0385792/'), ('Vince Pisani', 'https://m.imdb.com/name/nm2079627/'), ('Dorothy Steel', 'https://m.imdb.com/name/nm7262074/')]","[('Jake Kasdan', 'https://m.imdb.com/name/nm0440458/'), ('Jeff Pinkner', 'https://m.imdb.com/name/nm0684374/'), ('Scott Rosenberg', 'https://m.imdb.com/name/nm0003298/')]","[('Jake Kasdan', 'https://m.imdb.com/name/nm0440458/')]",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,Fantastic Four: Rise of the Silver Surfer,https://www.boxofficemojo.com/release/rl3679487489/,131921738.0,169991393.0,301913131.0,Twentieth Century Fox,58051684.0,3959.0,130000000.0,6/15/2007,10/18/2007,PG,92.0,200.0,https://imdb.com/title/tt0486576,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,1,5.6,499.0,45.0,260.0,"[('Ioan Gruffudd', 'https://m.imdb.com/name/nm0344435/'), ('Jessica Alba', 'https://m.imdb.com/name/nm0004695/'), ('Chris Evans', 'https://m.imdb.com/name/nm0262635/'), ('Michael Chiklis', 'https://m.imdb.com/name/nm0004821/'), ('Julian McMahon', 'https://m.imdb.com/name/nm0573037/'), ('Kerry Washington', 'https://m.imdb.com/name/nm0913488/'), ('Andre Braugher', 'https://m.imdb.com/name/nm0105672/'), ('Laurence Fishburne', 'https://m.imdb.com/name/nm0000401/'), ('Doug Jones', 'https://m.imdb.com/name/nm0427964/'), ('Beau Garrett', 'https://m.imdb.com/name/nm1683768/'), ('Brian Posehn', 'https://m.imdb.com/name/nm0692634/'), ('Zach Grenier', 'https://m.imdb.com/name/nm0340260/'), ('Dawn Chubai', 'https://m.imdb.com/name/nm1941271/'), ('Chris Gailus', 'https://m.imdb.com/name/nm2657067/'), ('Kevin McNulty', 'https://m.imdb.com/name/nm0574081/'), ('Andy Stahl', 'https://m.imdb.com/name/nm0821436/'), ('Debbie Timuss', 'https://m.imdb.com/name/nm0863824/'), ('Moneca Delain', 'https://m.imdb.com/name/nm1340697/')]","[('Don Payne', 'https://m.imdb.com/name/nm0668309/'), ('Mark Frost', 'https://m.imdb.com/name/nm0004111/'), ('John Turman', 'https://m.imdb.com/name/nm0877273/')]","[('Tim Story', 'https://m.imdb.com/name/nm1103162/')]",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Pearl Harbor,https://www.boxofficemojo.com/release/rl543720961/,198542554.0,250678391.0,449220945.0,Walt Disney Studios Motion Pictures,59078912.0,3214.0,140000000.0,5/25/2001,,PG-13,183.0,224.0,https://imdb.com/title/tt0213149,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,1,6.2,2099.0,44.0,165.0,"[('Ben Affleck', 'https://m.imdb.com/name/nm0000255/'), ('Kate Beckinsale', 'https://m.imdb.com/name/nm0000295/'), ('Josh Hartnett', 'https://m.imdb.com/name/nm0001326/'), ('William Lee Scott', 'https://m.imdb.com/name/nm0005406/'), ('Greg Zola', 'https://m.imdb.com/name/nm0957643/'), ('Ewen Bremner', 'https://m.imdb.com/name/nm0001971/'), ('Alec Baldwin', 'https://m.imdb.com/name/nm0000285/'), ('Jaime King', 'https://m.imdb.com/name/nm0454809/'), ('Catherine Kellner', 'https://m.imdb.com/name/nm0446070/'), ('Jennifer Garner', 'https://m.imdb.com/name/nm0004950/'), ('Jon Voight', 'https://m.imdb.com/name/nm0000685/'), ('Cuba Gooding Jr.', 'https://m.imdb.com/name/nm0000421/'), ('Michael Shannon', 'https://m.imdb.com/name/nm0788335/'), ('Matthew Davis', 'https://m.imdb.com/name/nm0205127/'), ('Mako', 'https://m.imdb.com/name/nm0538683/'), ('John Fujioka', 'https://m.imdb.com/name/nm0297801/'), ('Cary-Hiroyuki Tagawa', 'https://m.imdb.com/name/nm0846480/'), ('Colm Feore', 'https://m.imdb.com/name/nm0272173/')]","[('Randall Wallace', 'https://m.imdb.com/name/nm0908824/')]","[('Michael Bay', 'https://m.imdb.com/name/nm0000881/')]",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
195,Sonic the Hedgehog,https://www.boxofficemojo.com/release/rl4244997633/,148974665.0,170741018.0,319715683.0,Paramount Pictures,58018348.0,4167.0,85000000.0,2/14/2020,,PG,99.0,687.0,https://imdb.com/title/tt3794354,"After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.",1,6.5,1455.0,47.0,285.0,"[('Ben Schwartz', 'https://m.imdb.com/name/nm2355635/'), ('James Marsden', 'https://m.imdb.com/name/nm0005188/'), ('Jim Carrey', 'https://m.imdb.com/name/nm0000120/'), ('Tika Sumpter', 'https://m.imdb.com/name/nm1754366/'), ('Natasha Rothwell', 'https://m.imdb.com/name/nm5625020/'), ('Adam Pally', 'https://m.imdb.com/name/nm1269723/'), ('Lee Majdoub', 'https://m.imdb.com/name/nm2837384/'), ('Neal McDonough', 'https://m.imdb.com/name/nm0568180/'), ('Tom Butler', 'https://m.imdb.com/name/nm0125148/'), ('Frank C. Turner', 'https://m.imdb.com/name/nm0003964/'), ('Melody Nosipho Niemann', 'https://m.imdb.com/name/nm9961714/'), ('Shannon Chan-Kent', 'https://m.imdb.com/name/nm1275101/'), ('Brad Kelly', 'https://m.imdb.com/name/nm0446219/'), ('Elfina Luk', 'https://m.imdb.com/name/nm2089175/'), ('Garry Chalk', 'https://m.imdb.com/name/nm0149942/'), ('Michael Hogan', 'https://m.imdb.com/name/nm0389581/'), ('Peter Bryant', 'https://m.imdb.com/name/nm0117206/'), ('Jeremy Arnold', 'https://m.imdb.com/name/nm6528918/')]","[('Pat Casey', 'https://m.imdb.com/name/nm1352459/'), ('Josh Miller', 'https://m.imdb.com/name/nm1351254/')]","[('Jeff Fowler', 'https://m.imdb.com/name/nm1733778/')]",1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,Hannibal,https://www.boxofficemojo.com/release/rl357991937/,165092268.0,186600000.0,351692268.0,Metro-Goldwyn-Mayer (MGM),58003121.0,3230.0,87000000.0,2/9/2001,8/16/2001,R,131.0,326.0,https://imdb.com/title/tt0212985,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.",1,6.8,1465.0,57.0,270.0,"[('Anthony Hopkins', 'https://m.imdb.com/name/nm0000164/'), ('Julianne Moore', 'https://m.imdb.com/name/nm0000194/'), ('Gary Oldman', 'https://m.imdb.com/name/nm0000198/'), ('Ray Liotta', 'https://m.imdb.com/name/nm0000501/'), ('Frankie Faison', 'https://m.imdb.com/name/nm0265670/'), ('Giancarlo Giannini', 'https://m.imdb.com/name/nm0316284/'), ('Francesca Neri', 'https://m.imdb.com/name/nm0626202/'), ('Zeljko Ivanek', 'https://m.imdb.com/name/nm0411964/'), ('Hazelle Goodman', 'https://m.imdb.com/name/nm0329091/'), ('David Andrews', 'https://m.imdb.com/name/nm0028625/'), ('Francis Guinan', 'https://m.imdb.com/name/nm0347341/'), ('James Opher', 'https://m.imdb.com/name/nm0649087/'), ('Enrico Lo Verso', 'https://m.imdb.com/name/nm0516272/'), ('Ivano Marescotti', 'https://m.imdb.com/name/nm0546515/'), ('Fabrizio Gifuni', 'https://m.imdb.com/name/nm0317561/'), ('Alex Corrado', 'https://m.imdb.com/name/nm0180675/'), ('Marco Greco', 'https://m.imdb.com/name/nm0337482/'), ('Robert Rietty', 'https://m.imdb.com/name/nm0726403/')]","[('Thomas Harris', 'https://m.imdb.com/name/nm0365383/'), ('David Mamet', 'https://m.imdb.com/name/nm0000519/'), ('Steven Zaillian', 'https://m.imdb.com/name/nm0001873/')]","[('Ridley Scott', 'https://m.imdb.com/name/nm0000631/')]",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
198,Ant-Man,https://www.boxofficemojo.com/release/rl88245761/,180202163.0,339109802.0,519311965.0,Walt Disney Studios Motion Pictures,57225526.0,3856.0,130000000.0,7/17/2015,12/17/2015,PG-13,117.0,175.0,https://imdb.com/title/tt0478970,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",1,7.3,828.0,64.0,603.0,"[('Paul Rudd', 'https://m.imdb.com/name/nm0748620/'), ('Michael Douglas', 'https://m.imdb.com/name/nm0000140/'), ('Corey Stoll', 'https://m.imdb.com/name/nm1015684/'), ('Evangeline Lilly', 'https://m.imdb.com/name/nm1431940/'), ('Bobby Cannavale', 'https://m.imdb.com/name/nm0134072/'), ('Anthony Mackie', 'https://m.imdb.com/name/nm1107001/'), ('Judy Greer', 'https://m.imdb.com/name/nm0339460/'), ('Abby Ryder Fortson', 'https://m.imdb.com/name/nm5338858/'), ('Michael Peña', 'https://m.imdb.com/name/nm0671567/'), ('David Dastmalchian', 'https://m.imdb.com/name/nm2810287/'), ('T.I.', 'https://m.imdb.com/name/nm1939267/'), ('Wood Harris', 'https://m.imdb.com/name/nm0365445/'), ('Hayley Atwell', 'https://m.imdb.com/name/nm2017943/'), ('John Slattery', 'https://m.imdb.com/name/nm0805476/'), ('Martin Donovan', 'https://m.imdb.com/name/nm0233027/'), ('Garrett Morris', 'https://m.imdb.com/name/nm0606541/'), ('Gregg Turkington', 'https://m.imdb.com/name/nm0877203/'), ('Rod Hallett', 'https://m.imdb.com/name/nm0356489/')]","[('Edgar Wright', 'https://m.imdb.com/name/nm0942367/'), ('Joe Cornish', 'https://m.imdb.com/name/nm0180428/'), ('Adam McKay', 'https://m.imdb.com/name/nm0570912/')]","[('Peyton Reed', 'https://m.imdb.com/name/nm0715636/')]",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,Mission: Impossible II,https://www.boxofficemojo.com/release/rl1600292353/,215409889.0,330978219.0,546388108.0,Paramount Pictures,57845297.0,3653.0,125000000.0,5/24/2000,10/19/2000,PG-13,123.0,222.0,https://imdb.com/title/tt0120755,"IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".",1,6.1,1588.0,59.0,236.0,"[('Tom Cruise', 'https://m.imdb.com/name/nm0000129/'), ('Dougray Scott', 'https://m.imdb.com/name/nm0779084/'), ('Thandiwe Newton', 'https://m.imdb.com/name/nm0628601/'), ('Ving Rhames', 'https://m.imdb.com/name/nm0000609/'), ('Richard Roxburgh', 'https://m.imdb.com/name/nm0746896/'), ('John Polson', 'https://m.imdb.com/name/nm0689852/'), ('Brendan Gleeson', 'https://m.imdb.com/name/nm0322407/'), ('Rade Serbedzija', 'https://m.imdb.com/name/nm0784884/'), ('William Mapother', 'https://m.imdb.com/name/nm0544611/'), ('Dominic Purcell', 'https://m.imdb.com/name/nm0700712/'), ('Mathew Wilkinson', 'https://m.imdb.com/name/nm1187896/'), ('Nicholas Bell', 'https://m.imdb.com/name/nm0068431/'), ('Cristina Brogeras', 'https://m.imdb.com/name/nm0111175/'), ('Kee Chan', 'https://m.imdb.com/name/nm0150970/'), ('Kim Fleming', 'https://m.imdb.com/name/nm0281719/'), ('Alan Lovell', 'https://m.imdb.com/name/nm0522534/'), ('Dan Luxton', 'https://m.imdb.com/name/nm0527714/'), ('Christian Manon', 'https://m.imdb.com/name/nm0543580/')]","[('Bruce Geller', 'https://m.imdb.com/name/nm0312367/'), ('Ronald D. Moore', 'https://m.imdb.com/name/nm0601822/'), ('Brannon Braga', 'https://m.imdb.com/name/nm0103804/')]","[('John Woo', 'https://m.imdb.com/name/nm0000247/')]",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200,Sex and the City,https://www.boxofficemojo.com/release/rl3211691521/,152647258.0,266118063.0,418765321.0,Warner Bros.,57038404.0,3285.0,65000000.0,5/30/2008,9/18/2008,R,145.0,216.0,https://imdb.com/title/tt1000774,A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,1,5.7,518.0,53.0,201.0,"[('Sarah Jessica Parker', 'https://m.imdb.com/name/nm0000572/'), ('Kim Cattrall', 'https://m.imdb.com/name/nm0000326/'), ('Cynthia Nixon', 'https://m.imdb.com/name/nm0633223/'), ('Kristin Davis', 'https://m.imdb.com/name/nm0004862/'), ('Chris Noth', 'https://m.imdb.com/name/nm0636562/'), ('Candice Bergen', 'https://m.imdb.com/name/nm0000298/'), ('Jennifer Hudson', 'https://m.imdb.com/name/nm1617685/'), ('David Eigenberg', 'https://m.imdb.com/name/nm0251678/'), ('Evan Handler', 'https://m.imdb.com/name/nm0359577/'), ('Jason Lewis', 'https://m.imdb.com/name/nm0507314/'), ('Mario Cantone', 'https://m.imdb.com/name/nm0134647/'), ('Lynn Cohen', 'https://m.imdb.com/name/nm0169565/'), ('Willie Garson', 'https://m.imdb.com/name/nm0308606/'), ('Joanna Gleason', 'https://m.imdb.com/name/nm0322306/'), ('Joseph Pupo', 'https://m.imdb.com/name/nm3001482/'), ('Alexandra Fong', 'https://m.imdb.com/name/nm2998061/'), ('Parker Fong', 'https://m.imdb.com/name/nm2998225/'), ('Kerry Bishé', 'https://m.imdb.com/name/nm2628935/')]","[('Michael Patrick King', 'https://m.imdb.com/name/nm0455078/'), ('Candace Bushnell', 'https://m.imdb.com/name/nm0124299/'), ('Darren Star', 'https://m.imdb.com/name/nm0823015/')]","[('Michael Patrick King', 'https://m.imdb.com/name/nm0455078/')]",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
199,22 Jump Street,https://www.boxofficemojo.com/release/rl1581352449/,191719337.0,139614539.0,331333876.0,Sony Pictures Entertainment (SPE),57071445.0,3306.0,50000000.0,6/13/2014,11/26/2014,R,112.0,203.0,https://imdb.com/title/tt2294449,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",1,7.0,386.0,71.0,354.0,"[('Channing Tatum', 'https://m.imdb.com/name/nm1475594/'), ('Jonah Hill', 'https://m.imdb.com/name/nm1706767/'), ('Ice Cube', 'https://m.imdb.com/name/nm0001084/'), ('Nick Offerman', 'https://m.imdb.com/name/nm0644406/'), ('Peter Stormare', 'https://m.imdb.com/name/nm0001780/'), ('Wyatt Russell', 'https://m.imdb.com/name/nm0751518/'), ('Amber Stevens West', 'https://m.imdb.com/name/nm0828226/'), ('Jillian Bell', 'https://m.imdb.com/name/nm3255459/'), ('Keith Lucas', 'https://m.imdb.com/name/nm5695570/'), ('Kenneth Lucas', 'https://m.imdb.com/name/nm3584219/'), ('Jimmy Tatro', 'https://m.imdb.com/name/nm5555161/'), ('Caroline Aaron', 'https://m.imdb.com/name/nm0000715/'), ('Craig Roberts', 'https://m.imdb.com/name/nm1064292/'), ('Marc Evan Jackson', 'https://m.imdb.com/name/nm1476601/'), ('Joe Chrest', 'https://m.imdb.com/name/nm0159609/'), ('Eddie J. Fernandez', 'https://m.imdb.com/name/nm0272961/'), ('Rye Rye', 'https://m.imdb.com/name/nm4624231/'), ('Johnny Pemberton', 'https://m.imdb.com/name/nm2922572/')]","[('Michael Bacall', 'https://m.imdb.com/name/nm0045209/'), ('Oren Uziel', 'https://m.imdb.com/name/nm3349927/'), ('Rodney Rothman', 'https://m.imdb.com/name/nm0745247/')]","[('Phil Lord', 'https://m.imdb.com/name/nm0520488/'), ('Christopher Miller', 'https://m.imdb.com/name/nm0588087/')]",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
202,Moana,https://www.boxofficemojo.com/release/rl4249847297/,248757044.0,394574067.0,643331111.0,Walt Disney Studios Motion Pictures,56631401.0,3875.0,,11/23/2016,4/27/2017,PG,107.0,404.0,https://imdb.com/title/tt3521164,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",1,7.6,626.0,81.0,405.0,"[(""Auli'i Cravalho"", 'https://m.imdb.com/name/nm7635388/'), ('Dwayne Johnson', 'https://m.imdb.com/name/nm0425005/'), ('Rachel House', 'https://m.imdb.com/name/nm1344302/'), ('Temuera Morrison', 'https://m.imdb.com/name/nm0607325/'), ('Jemaine Clement', 'https://m.imdb.com/name/nm1318596/'), ('Nicole Scherzinger', 'https://m.imdb.com/name/nm0970122/'), ('Alan Tudyk', 'https://m.imdb.com/name/nm0876138/'), ('Oscar Kightley', 'https://m.imdb.com/name/nm0452714/'), ('Troy Polamalu', 'https://m.imdb.com/name/nm2290509/'), ('Puanani Cravalho', 'https://m.imdb.com/name/nm8581231/'), ('Louise Bush', 'https://m.imdb.com/name/nm8581232/'), ('Chris Jackson', 'https://m.imdb.com/name/nm1862960/')]","[('Jared Bush', 'https://m.imdb.com/name/nm1158544/'), ('Ron Clements', 'https://m.imdb.com/name/nm0166256/'), ('John Musker', 'https://m.imdb.com/name/nm0615780/')]","[('Ron Clements', 'https://m.imdb.com/name/nm0166256/'), ('John Musker', 'https://m.imdb.com/name/nm0615780/'), ('Don Hall', 'https://m.imdb.com/name/nm2320658/')]",0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201,John Wick: Chapter 3 - Parabellum,https://www.boxofficemojo.com/release/rl1476560385/,171015687.0,156761648.0,327777335.0,Lionsgate,56818067.0,3850.0,75000000.0,5/17/2019,9/12/2019,R,130.0,229.0,https://imdb.com/title/tt6146586,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",1,7.4,2438.0,73.0,402.0,"[('Keanu Reeves', 'https://m.imdb.com/name/nm0000206/'), ('Halle Berry', 'https://m.imdb.com/name/nm0000932/'), ('Ian McShane', 'https://m.imdb.com/name/nm0574534/'), ('Laurence Fishburne', 'https://m.imdb.com/name/nm0000401/'), ('Mark Dacascos', 'https://m.imdb.com/name/nm0001092/'), ('Asia Kate Dillon', 'https://m.imdb.com/name/nm3545872/'), ('Lance Reddick', 'https://m.imdb.com/name/nm0714698/'), ('Tobias Segal', 'https://m.imdb.com/name/nm1708414/'), ('Anjelica Huston', 'https://m.imdb.com/name/nm0001378/'), ('Saïd Taghmaoui', 'https://m.imdb.com/name/nm0846548/'), ('Jerome Flynn', 'https://m.imdb.com/name/nm0283492/'), ('Randall Duk Kim', 'https://m.imdb.com/name/nm0453641/'), ('Margaret Daly', 'https://m.imdb.com/name/nm1091175/'), ('Robin Lord Taylor', 'https://m.imdb.com/name/nm2088699/'), ('Susan Blommaert', 'https://m.imdb.com/name/nm0088964/'), ('Unity Phelan', 'https://m.imdb.com/name/nm7473729/'), ('Jason Mantzoukas', 'https://m.imdb.com/name/nm1727621/'), ('Andrea Sooch', 'https://m.imdb.com/name/nm2603072/')]","[('Derek Kolstad', 'https://m.imdb.com/name/nm4401003/'), ('Shay Hatten', 'https://m.imdb.com/name/nm8748334/'), ('Chris Collins', 'https://m.imdb.com/name/nm2384772/')]","[('Chad Stahelski', 'https://m.imdb.com/name/nm0821432/')]",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
